cohort,prep,fold,method,ba,f1
UCI-489,standard,1,PLS32 G-only,0.625,0.625
UCI-489,standard,1,PLS32 fused w=0.3,0.875,0.873015873015873
UCI-489,standard,1,PLS32 fused w=0.5,0.875,0.873015873015873
UCI-489,standard,1,PLS32 fused w=0.7,0.875,0.873015873015873
UCI-489,standard,1,PLS32 MMD,0.875,0.873015873015873
UCI-489,standard,1,PLS32 record->mean,0.8125,0.805668016194332
UCI-489,standard,1,"PLS32 MKL(E,G,MMD)",0.875,0.873015873015873
UCI-489,standard,2,E-RBF,0.875,0.873015873015873
UCI-489,standard,2,fused w=0.5,0.8125,0.8117647058823529
UCI-489,standard,2,PLS2 E-RBF,0.8125,0.8117647058823529
UCI-489,standard,2,PLS2 mean-LDA,0.8125,0.8117647058823529
UCI-489,standard,2,PLS2 MMD,0.8125,0.8117647058823529
UCI-489,standard,2,PLS2 record->mean,0.8125,0.8117647058823529
UCI-489,standard,2,PLS4 E-RBF,0.875,0.873015873015873
UCI-489,standard,2,PLS4 mean-LDA,0.8125,0.8117647058823529
UCI-489,standard,2,PLS4 G-only,0.5625,0.5607843137254902
UCI-489,standard,2,PLS4 fused w=0.3,0.875,0.873015873015873
UCI-489,standard,2,PLS4 fused w=0.5,0.875,0.873015873015873
UCI-489,standard,2,PLS4 fused w=0.7,0.875,0.873015873015873
UCI-489,standard,2,PLS4 MMD,0.875,0.873015873015873
UCI-489,standard,2,PLS4 record->mean,0.8125,0.8117647058823529
UCI-489,standard,2,"PLS4 MKL(E,G,MMD)",0.875,0.873015873015873
UCI-489,standard,2,PLS8 E-RBF,0.875,0.873015873015873
UCI-489,standard,2,PLS8 mean-LDA,0.8125,0.805668016194332
UCI-489,standard,2,PLS8 G-only,0.625,0.625
UCI-489,standard,2,PLS8 fused w=0.3,0.875,0.873015873015873
UCI-489,standard,2,PLS8 fused w=0.5,0.875,0.873015873015873
UCI-489,standard,2,PLS8 fused w=0.7,0.875,0.873015873015873
UCI-489,standard,2,PLS8 MMD,0.875,0.873015873015873
UCI-489,standard,2,PLS8 record->mean,0.875,0.873015873015873
UCI-489,standard,2,"PLS8 MKL(E,G,MMD)",0.875,0.873015873015873
UCI-489,standard,2,PLS16 E-RBF,0.875,0.873015873015873
UCI-489,standard,2,PLS16 mean-LDA,0.8125,0.8117647058823529
UCI-489,standard,2,PLS16 G-only,0.8125,0.805668016194332
UCI-489,standard,2,PLS16 fused w=0.3,0.875,0.873015873015873
UCI-489,standard,2,PLS16 fused w=0.5,0.875,0.873015873015873
UCI-489,standard,2,PLS16 fused w=0.7,0.875,0.873015873015873
UCI-489,standard,2,PLS16 MMD,0.875,0.873015873015873
UCI-489,standard,2,PLS16 record->mean,0.875,0.873015873015873
UCI-489,standard,2,"PLS16 MKL(E,G,MMD)",0.875,0.873015873015873
UCI-489,standard,2,PLS32 E-RBF,0.875,0.873015873015873
UCI-489,standard,2,PLS32 mean-LDA,0.75,0.746031746031746
UCI-489,standard,2,PLS32 G-only,0.75,0.7333333333333334
UCI-489,standard,2,PLS32 fused w=0.3,0.875,0.873015873015873
UCI-489,standard,2,PLS32 fused w=0.5,0.875,0.873015873015873
UCI-489,standard,2,PLS32 fused w=0.7,0.875,0.873015873015873
UCI-489,standard,2,PLS32 MMD,0.875,0.873015873015873
UCI-489,standard,2,PLS32 record->mean,0.875,0.873015873015873
UCI-489,standard,2,"PLS32 MKL(E,G,MMD)",0.875,0.873015873015873
UCI-489,standard,3,E-RBF,1.0,1.0
UCI-489,standard,3,fused w=0.5,1.0,1.0
UCI-489,standard,3,PLS2 E-RBF,1.0,1.0
UCI-489,standard,3,PLS2 mean-LDA,1.0,1.0
UCI-489,standard,3,PLS2 MMD,1.0,1.0
UCI-489,standard,3,PLS2 record->mean,1.0,1.0
UCI-489,standard,3,PLS4 E-RBF,0.8125,0.805668016194332
UCI-489,standard,3,PLS4 mean-LDA,0.8125,0.805668016194332
UCI-489,standard,3,PLS4 G-only,0.5,0.5
UCI-489,standard,3,PLS4 fused w=0.3,0.9375,0.9372549019607843
UCI-489,standard,3,PLS4 fused w=0.5,0.9375,0.9372549019607843
UCI-489,standard,3,PLS4 fused w=0.7,0.9375,0.9372549019607843
UCI-489,standard,3,PLS4 MMD,0.75,0.7333333333333334
UCI-489,standard,3,PLS4 record->mean,0.75,0.7333333333333334
UCI-489,standard,3,"PLS4 MKL(E,G,MMD)",0.9375,0.9372549019607843
UCI-489,standard,3,PLS8 E-RBF,0.8125,0.805668016194332
UCI-489,standard,3,PLS8 mean-LDA,0.8125,0.8117647058823529
UCI-489,standard,3,PLS8 G-only,0.375,0.3333333333333333
UCI-489,standard,3,PLS8 fused w=0.3,0.8125,0.805668016194332
UCI-489,standard,3,PLS8 fused w=0.5,0.875,0.873015873015873
UCI-489,standard,3,PLS8 fused w=0.7,0.9375,0.9372549019607843
UCI-489,standard,3,PLS8 MMD,0.8125,0.805668016194332
UCI-489,standard,3,PLS8 record->mean,0.8125,0.805668016194332
UCI-489,standard,3,"PLS8 MKL(E,G,MMD)",0.8125,0.805668016194332
UCI-489,standard,3,PLS16 E-RBF,0.8125,0.805668016194332
UCI-489,standard,3,PLS16 mean-LDA,0.75,0.746031746031746
UCI-489,standard,3,PLS16 G-only,0.4375,0.41700404858299595
UCI-489,standard,3,PLS16 fused w=0.3,0.8125,0.805668016194332
UCI-489,standard,3,PLS16 fused w=0.5,0.875,0.873015873015873
UCI-489,standard,3,PLS16 fused w=0.7,0.9375,0.9372549019607843
UCI-489,standard,3,PLS16 MMD,0.8125,0.805668016194332
UCI-489,standard,3,PLS16 record->mean,0.8125,0.805668016194332
UCI-489,standard,3,"PLS16 MKL(E,G,MMD)",0.8125,0.805668016194332
UCI-489,standard,3,PLS32 E-RBF,0.8125,0.805668016194332
UCI-489,standard,3,PLS32 mean-LDA,0.75,0.746031746031746
UCI-489,standard,3,PLS32 G-only,0.5,0.4666666666666667
UCI-489,standard,3,PLS32 fused w=0.3,0.8125,0.805668016194332
UCI-489,standard,3,PLS32 fused w=0.5,0.8125,0.805668016194332
UCI-489,standard,3,PLS32 fused w=0.7,0.875,0.873015873015873
UCI-489,standard,3,PLS32 MMD,0.8125,0.805668016194332
UCI-489,standard,3,PLS32 record->mean,0.8125,0.805668016194332
UCI-489,standard,3,"PLS32 MKL(E,G,MMD)",0.8125,0.805668016194332
UCI-489,standard,4,E-RBF,0.8125,0.805668016194332
UCI-489,standard,4,fused w=0.5,0.8125,0.805668016194332
UCI-489,standard,4,PLS2 E-RBF,0.75,0.746031746031746
UCI-489,standard,4,PLS2 mean-LDA,0.6875,0.6862745098039216
UCI-489,standard,4,PLS2 MMD,0.8125,0.8117647058823529
UCI-489,standard,4,PLS2 record->mean,0.8125,0.8117647058823529
UCI-489,standard,4,PLS4 E-RBF,0.8125,0.805668016194332
UCI-489,standard,4,PLS4 mean-LDA,0.75,0.746031746031746
UCI-489,standard,4,PLS4 G-only,0.5625,0.5465587044534412
UCI-489,standard,4,PLS4 fused w=0.3,0.875,0.873015873015873
UCI-489,standard,4,PLS4 fused w=0.5,0.75,0.746031746031746
UCI-489,standard,4,PLS4 fused w=0.7,0.75,0.746031746031746
UCI-489,standard,4,PLS4 MMD,0.875,0.873015873015873
UCI-489,standard,4,PLS4 record->mean,0.875,0.873015873015873
UCI-489,standard,4,"PLS4 MKL(E,G,MMD)",0.875,0.873015873015873
UCI-489,standard,4,PLS8 E-RBF,0.875,0.873015873015873
UCI-489,standard,4,PLS8 mean-LDA,0.625,0.625
UCI-489,standard,4,PLS8 G-only,0.625,0.6190476190476191
UCI-489,standard,4,PLS8 fused w=0.3,0.875,0.873015873015873
UCI-489,standard,4,PLS8 fused w=0.5,0.875,0.873015873015873
UCI-489,standard,4,PLS8 fused w=0.7,0.875,0.873015873015873
UCI-489,standard,4,PLS8 MMD,0.875,0.873015873015873
UCI-489,standard,4,PLS8 record->mean,0.8125,0.8117647058823529
UCI-489,standard,4,"PLS8 MKL(E,G,MMD)",0.875,0.873015873015873
UCI-489,standard,4,PLS16 E-RBF,0.875,0.873015873015873
UCI-489,standard,4,PLS16 mean-LDA,0.5625,0.5607843137254902
UCI-489,standard,4,PLS16 G-only,0.6875,0.6536796536796536
UCI-489,standard,4,PLS16 fused w=0.3,0.8125,0.805668016194332
UCI-489,standard,4,PLS16 fused w=0.5,0.8125,0.805668016194332
UCI-489,standard,4,PLS16 fused w=0.7,0.8125,0.805668016194332
UCI-489,standard,4,PLS16 MMD,0.875,0.873015873015873
UCI-489,standard,4,PLS16 record->mean,0.8125,0.8117647058823529
UCI-489,standard,4,"PLS16 MKL(E,G,MMD)",0.875,0.873015873015873
UCI-489,standard,4,PLS32 E-RBF,0.875,0.873015873015873
UCI-489,standard,4,PLS32 mean-LDA,0.4375,0.43529411764705883
UCI-489,standard,4,PLS32 G-only,0.5625,0.5151515151515151
UCI-489,standard,4,PLS32 fused w=0.3,0.875,0.873015873015873
UCI-489,standard,4,PLS32 fused w=0.5,0.8125,0.805668016194332
UCI-489,standard,4,PLS32 fused w=0.7,0.8125,0.805668016194332
UCI-489,standard,4,PLS32 MMD,0.875,0.873015873015873
UCI-489,standard,4,PLS32 record->mean,0.8125,0.8117647058823529
UCI-489,standard,4,"PLS32 MKL(E,G,MMD)",0.875,0.873015873015873
UCI-489,standard,5,E-RBF,0.75,0.746031746031746
UCI-489,standard,5,fused w=0.5,0.75,0.746031746031746
UCI-489,standard,5,PLS2 E-RBF,0.6875,0.6761133603238867
UCI-489,standard,5,PLS2 mean-LDA,0.75,0.746031746031746
UCI-489,standard,5,PLS2 MMD,0.75,0.746031746031746
UCI-489,standard,5,PLS2 record->mean,0.75,0.746031746031746
UCI-489,standard,5,PLS4 E-RBF,0.75,0.746031746031746
UCI-489,standard,5,PLS4 mean-LDA,0.75,0.746031746031746
UCI-489,standard,5,PLS4 G-only,0.8125,0.805668016194332
UCI-489,standard,5,PLS4 fused w=0.3,0.8125,0.8117647058823529
UCI-489,standard,5,PLS4 fused w=0.5,0.8125,0.8117647058823529
UCI-489,standard,5,PLS4 fused w=0.7,0.8125,0.8117647058823529
UCI-489,standard,5,PLS4 MMD,0.8125,0.8117647058823529
UCI-489,standard,5,PLS4 record->mean,0.75,0.746031746031746
UCI-489,standard,5,"PLS4 MKL(E,G,MMD)",0.75,0.746031746031746
UCI-489,standard,5,PLS8 E-RBF,0.75,0.746031746031746
UCI-489,standard,5,PLS8 mean-LDA,0.8125,0.8117647058823529
UCI-489,standard,5,PLS8 G-only,0.5625,0.5465587044534412
UCI-489,standard,5,PLS8 fused w=0.3,0.75,0.746031746031746
UCI-489,standard,5,PLS8 fused w=0.5,0.8125,0.8117647058823529
UCI-489,standard,5,PLS8 fused w=0.7,0.8125,0.8117647058823529
UCI-489,standard,5,PLS8 MMD,0.75,0.746031746031746
UCI-489,standard,5,PLS8 record->mean,0.75,0.746031746031746
UCI-489,standard,5,"PLS8 MKL(E,G,MMD)",0.75,0.746031746031746
UCI-489,standard,5,PLS16 E-RBF,0.75,0.746031746031746
UCI-489,standard,5,PLS16 mean-LDA,0.875,0.875
UCI-489,standard,5,PLS16 G-only,0.5625,0.5151515151515151
UCI-489,standard,5,PLS16 fused w=0.3,0.75,0.746031746031746
UCI-489,standard,5,PLS16 fused w=0.5,0.75,0.746031746031746
UCI-489,standard,5,PLS16 fused w=0.7,0.75,0.746031746031746
UCI-489,standard,5,PLS16 MMD,0.75,0.746031746031746
UCI-489,standard,5,PLS16 record->mean,0.75,0.746031746031746
UCI-489,standard,5,"PLS16 MKL(E,G,MMD)",0.75,0.746031746031746
UCI-489,standard,5,PLS32 E-RBF,0.75,0.746031746031746
UCI-489,standard,5,PLS32 mean-LDA,0.8125,0.8117647058823529
UCI-489,standard,5,PLS32 G-only,0.625,0.6190476190476191
UCI-489,standard,5,PLS32 fused w=0.3,0.75,0.746031746031746
UCI-489,standard,5,PLS32 fused w=0.5,0.75,0.746031746031746
UCI-489,standard,5,PLS32 fused w=0.7,0.8125,0.8117647058823529
UCI-489,standard,5,PLS32 MMD,0.75,0.746031746031746
UCI-489,standard,5,PLS32 record->mean,0.75,0.746031746031746
UCI-489,standard,5,"PLS32 MKL(E,G,MMD)",0.75,0.746031746031746
UCI-489,quantile,1,E-RBF,0.8125,0.805668016194332
UCI-489,quantile,1,fused w=0.5,0.8125,0.805668016194332
UCI-489,quantile,1,PLS2 E-RBF,0.75,0.7333333333333334
UCI-489,quantile,1,PLS2 mean-LDA,0.75,0.7333333333333334
UCI-489,quantile,1,PLS2 MMD,0.6875,0.6761133603238867
UCI-489,quantile,1,PLS2 record->mean,0.6875,0.6761133603238867
UCI-489,quantile,1,PLS4 E-RBF,0.8125,0.805668016194332
UCI-489,quantile,1,PLS4 mean-LDA,0.8125,0.805668016194332
UCI-489,quantile,1,PLS4 G-only,0.5,0.4181818181818182
UCI-489,quantile,1,PLS4 fused w=0.3,0.75,0.7333333333333334
UCI-489,quantile,1,PLS4 fused w=0.5,0.75,0.7333333333333334
UCI-489,quantile,1,PLS4 fused w=0.7,0.75,0.7333333333333334
UCI-489,quantile,1,PLS4 MMD,0.75,0.7333333333333334
UCI-489,quantile,1,PLS4 record->mean,0.75,0.7333333333333334
UCI-489,quantile,1,"PLS4 MKL(E,G,MMD)",0.75,0.7333333333333334
UCI-489,quantile,1,PLS8 E-RBF,0.8125,0.805668016194332
UCI-489,quantile,1,PLS8 mean-LDA,0.75,0.7333333333333334
UCI-489,quantile,1,PLS8 G-only,0.5,0.5
UCI-489,quantile,1,PLS8 fused w=0.3,0.8125,0.805668016194332
UCI-489,quantile,1,PLS8 fused w=0.5,0.8125,0.805668016194332
UCI-489,quantile,1,PLS8 fused w=0.7,0.75,0.7333333333333334
UCI-489,quantile,1,PLS8 MMD,0.75,0.7333333333333334
UCI-489,quantile,1,PLS8 record->mean,0.8125,0.805668016194332
UCI-489,quantile,1,"PLS8 MKL(E,G,MMD)",0.8125,0.805668016194332
UCI-489,quantile,1,PLS16 E-RBF,0.8125,0.805668016194332
UCI-489,quantile,1,PLS16 mean-LDA,0.75,0.746031746031746
UCI-489,quantile,1,PLS16 G-only,0.5,0.4666666666666667
UCI-489,quantile,1,PLS16 fused w=0.3,0.8125,0.805668016194332
UCI-489,quantile,1,PLS16 fused w=0.5,0.8125,0.805668016194332
UCI-489,quantile,1,PLS16 fused w=0.7,0.8125,0.805668016194332
UCI-489,quantile,1,PLS16 MMD,0.75,0.7333333333333334
UCI-489,quantile,1,PLS16 record->mean,0.8125,0.805668016194332
UCI-489,quantile,1,"PLS16 MKL(E,G,MMD)",0.8125,0.805668016194332
UCI-489,quantile,1,PLS32 E-RBF,0.8125,0.805668016194332
UCI-489,quantile,1,PLS32 mean-LDA,0.75,0.746031746031746
UCI-489,quantile,1,PLS32 G-only,0.5625,0.5607843137254902
UCI-489,quantile,1,PLS32 fused w=0.3,0.8125,0.805668016194332
UCI-489,quantile,1,PLS32 fused w=0.5,0.8125,0.805668016194332
UCI-489,quantile,1,PLS32 fused w=0.7,0.8125,0.805668016194332
UCI-489,quantile,1,PLS32 MMD,0.8125,0.805668016194332
UCI-489,quantile,1,PLS32 record->mean,0.75,0.7333333333333334
UCI-489,quantile,1,"PLS32 MKL(E,G,MMD)",0.8125,0.805668016194332
UCI-489,quantile,2,E-RBF,0.8125,0.8117647058823529
UCI-489,quantile,2,fused w=0.5,0.8125,0.8117647058823529
UCI-489,quantile,2,PLS2 E-RBF,0.75,0.75
UCI-489,quantile,2,PLS2 mean-LDA,0.75,0.75
UCI-489,quantile,2,PLS2 MMD,0.8125,0.8117647058823529
UCI-489,quantile,2,PLS2 record->mean,0.8125,0.8117647058823529
UCI-489,quantile,2,PLS4 E-RBF,0.875,0.873015873015873
UCI-489,quantile,2,PLS4 mean-LDA,0.875,0.873015873015873
UCI-489,quantile,2,PLS4 G-only,0.5625,0.5465587044534412
UCI-489,quantile,2,PLS4 fused w=0.3,0.75,0.75
UCI-489,quantile,2,PLS4 fused w=0.5,0.8125,0.8117647058823529
UCI-489,quantile,2,PLS4 fused w=0.7,0.6875,0.6862745098039216
UCI-489,quantile,2,PLS4 MMD,0.75,0.75
UCI-489,quantile,2,PLS4 record->mean,0.8125,0.8117647058823529
UCI-489,quantile,2,"PLS4 MKL(E,G,MMD)",0.75,0.75
UCI-489,quantile,2,PLS8 E-RBF,0.875,0.873015873015873
UCI-489,quantile,2,PLS8 mean-LDA,0.875,0.873015873015873
UCI-489,quantile,2,PLS8 G-only,0.4375,0.41700404858299595
UCI-489,quantile,2,PLS8 fused w=0.3,0.875,0.873015873015873
UCI-489,quantile,2,PLS8 fused w=0.5,0.75,0.75
UCI-489,quantile,2,PLS8 fused w=0.7,0.75,0.75
UCI-489,quantile,2,PLS8 MMD,0.75,0.75
UCI-489,quantile,2,PLS8 record->mean,0.75,0.746031746031746
UCI-489,quantile,2,"PLS8 MKL(E,G,MMD)",0.875,0.873015873015873
UCI-489,quantile,2,PLS16 E-RBF,0.875,0.873015873015873
UCI-489,quantile,2,PLS16 mean-LDA,0.8125,0.805668016194332
UCI-489,quantile,2,PLS16 G-only,0.5,0.4181818181818182
UCI-489,quantile,2,PLS16 fused w=0.3,0.875,0.873015873015873
UCI-489,quantile,2,PLS16 fused w=0.5,0.8125,0.8117647058823529
UCI-489,quantile,2,PLS16 fused w=0.7,0.8125,0.8117647058823529
UCI-489,quantile,2,PLS16 MMD,0.75,0.75
UCI-489,quantile,2,PLS16 record->mean,0.75,0.746031746031746
UCI-489,quantile,2,"PLS16 MKL(E,G,MMD)",0.875,0.873015873015873
UCI-489,quantile,2,PLS32 E-RBF,0.875,0.873015873015873
UCI-489,quantile,2,PLS32 mean-LDA,0.8125,0.805668016194332
UCI-489,quantile,2,PLS32 G-only,0.5625,0.5151515151515151
UCI-489,quantile,2,PLS32 fused w=0.3,0.875,0.873015873015873
UCI-489,quantile,2,PLS32 fused w=0.5,0.875,0.873015873015873
UCI-489,quantile,2,PLS32 fused w=0.7,0.8125,0.8117647058823529
UCI-489,quantile,2,PLS32 MMD,0.75,0.75
UCI-489,quantile,2,PLS32 record->mean,0.75,0.746031746031746
UCI-489,quantile,2,"PLS32 MKL(E,G,MMD)",0.875,0.873015873015873
UCI-489,quantile,3,E-RBF,1.0,1.0
UCI-489,quantile,3,fused w=0.5,1.0,1.0
UCI-489,quantile,3,PLS2 E-RBF,1.0,1.0
UCI-489,quantile,3,PLS2 mean-LDA,1.0,1.0
UCI-489,quantile,3,PLS2 MMD,1.0,1.0
UCI-489,quantile,3,PLS2 record->mean,1.0,1.0
UCI-489,quantile,3,PLS4 E-RBF,1.0,1.0
UCI-489,quantile,3,PLS4 mean-LDA,0.875,0.873015873015873
UCI-489,quantile,3,PLS4 G-only,0.375,0.3333333333333333
UCI-489,quantile,3,PLS4 fused w=0.3,1.0,1.0
UCI-489,quantile,3,PLS4 fused w=0.5,1.0,1.0
UCI-489,quantile,3,PLS4 fused w=0.7,0.9375,0.9372549019607843
UCI-489,quantile,3,PLS4 MMD,0.875,0.873015873015873
UCI-489,quantile,3,PLS4 record->mean,1.0,1.0
UCI-489,quantile,3,"PLS4 MKL(E,G,MMD)",1.0,1.0
UCI-489,quantile,3,PLS8 E-RBF,0.8125,0.805668016194332
UCI-489,quantile,3,PLS8 mean-LDA,0.8125,0.8117647058823529
UCI-489,quantile,3,PLS8 G-only,0.6875,0.6536796536796536
UCI-489,quantile,3,PLS8 fused w=0.3,0.8125,0.805668016194332
UCI-489,quantile,3,PLS8 fused w=0.5,0.875,0.873015873015873
UCI-489,quantile,3,PLS8 fused w=0.7,0.9375,0.9372549019607843
UCI-489,quantile,3,PLS8 MMD,0.875,0.873015873015873
UCI-489,quantile,3,PLS8 record->mean,0.8125,0.805668016194332
UCI-489,quantile,3,"PLS8 MKL(E,G,MMD)",0.8125,0.805668016194332
UCI-489,quantile,3,PLS16 E-RBF,0.8125,0.805668016194332
UCI-489,quantile,3,PLS16 mean-LDA,0.8125,0.805668016194332
UCI-489,quantile,3,PLS16 G-only,0.5625,0.5465587044534412
UCI-489,quantile,3,PLS16 fused w=0.3,0.875,0.873015873015873
UCI-489,quantile,3,PLS16 fused w=0.5,0.875,0.873015873015873
UCI-489,quantile,3,PLS16 fused w=0.7,0.9375,0.9372549019607843
UCI-489,quantile,3,PLS16 MMD,0.875,0.873015873015873
UCI-489,quantile,3,PLS16 record->mean,0.8125,0.805668016194332
UCI-489,quantile,3,"PLS16 MKL(E,G,MMD)",0.875,0.873015873015873
UCI-489,quantile,3,PLS32 E-RBF,0.8125,0.805668016194332
UCI-489,quantile,3,PLS32 mean-LDA,0.8125,0.805668016194332
UCI-489,quantile,3,PLS32 G-only,0.5,0.4666666666666667
UCI-489,quantile,3,PLS32 fused w=0.3,0.875,0.873015873015873
UCI-489,quantile,3,PLS32 fused w=0.5,0.875,0.873015873015873
UCI-489,quantile,3,PLS32 fused w=0.7,0.9375,0.9372549019607843
UCI-489,quantile,3,PLS32 MMD,0.875,0.873015873015873
UCI-489,quantile,3,PLS32 record->mean,0.8125,0.805668016194332
UCI-489,quantile,3,"PLS32 MKL(E,G,MMD)",0.875,0.873015873015873
UCI-489,quantile,4,E-RBF,0.875,0.873015873015873
UCI-489,quantile,4,fused w=0.5,0.9375,0.9372549019607843
UCI-489,quantile,4,PLS2 E-RBF,0.875,0.873015873015873
UCI-489,quantile,4,PLS2 mean-LDA,0.875,0.873015873015873
UCI-489,quantile,4,PLS2 MMD,0.875,0.873015873015873
UCI-489,quantile,4,PLS2 record->mean,0.8125,0.8117647058823529
UCI-489,quantile,4,PLS4 E-RBF,0.875,0.873015873015873
UCI-489,quantile,4,PLS4 mean-LDA,0.875,0.873015873015873
UCI-489,quantile,4,PLS4 G-only,0.5625,0.5607843137254902
UCI-489,quantile,4,PLS4 fused w=0.3,0.8125,0.805668016194332
UCI-489,quantile,4,PLS4 fused w=0.5,0.8125,0.805668016194332
UCI-489,quantile,4,PLS4 fused w=0.7,0.8125,0.8117647058823529
UCI-489,quantile,4,PLS4 MMD,0.875,0.873015873015873
UCI-489,quantile,4,PLS4 record->mean,0.8125,0.8117647058823529
UCI-489,quantile,4,"PLS4 MKL(E,G,MMD)",0.8125,0.805668016194332
UCI-489,quantile,4,PLS8 E-RBF,0.875,0.873015873015873
UCI-489,quantile,4,PLS8 mean-LDA,0.6875,0.6862745098039216
UCI-489,quantile,4,PLS8 G-only,0.625,0.6190476190476191
UCI-489,quantile,4,PLS8 fused w=0.3,0.875,0.873015873015873
UCI-489,quantile,4,PLS8 fused w=0.5,0.875,0.873015873015873
UCI-489,quantile,4,PLS8 fused w=0.7,0.875,0.873015873015873
UCI-489,quantile,4,PLS8 MMD,0.875,0.873015873015873
UCI-489,quantile,4,PLS8 record->mean,0.875,0.873015873015873
UCI-489,quantile,4,"PLS8 MKL(E,G,MMD)",0.875,0.873015873015873
UCI-489,quantile,4,PLS16 E-RBF,0.875,0.873015873015873
UCI-489,quantile,4,PLS16 mean-LDA,0.75,0.75
UCI-489,quantile,4,PLS16 G-only,0.6875,0.6862745098039216
UCI-489,quantile,4,PLS16 fused w=0.3,0.875,0.873015873015873
UCI-489,quantile,4,PLS16 fused w=0.5,0.875,0.873015873015873
UCI-489,quantile,4,PLS16 fused w=0.7,0.9375,0.9372549019607843
UCI-489,quantile,4,PLS16 MMD,0.875,0.873015873015873
UCI-489,quantile,4,PLS16 record->mean,0.875,0.873015873015873
UCI-489,quantile,4,"PLS16 MKL(E,G,MMD)",0.875,0.873015873015873
UCI-489,quantile,4,PLS32 E-RBF,0.875,0.873015873015873
UCI-489,quantile,4,PLS32 mean-LDA,0.625,0.6190476190476191
UCI-489,quantile,4,PLS32 G-only,0.625,0.625
UCI-489,quantile,4,PLS32 fused w=0.3,0.875,0.873015873015873
UCI-489,quantile,4,PLS32 fused w=0.5,0.875,0.873015873015873
UCI-489,quantile,4,PLS32 fused w=0.7,0.9375,0.9372549019607843
UCI-489,quantile,4,PLS32 MMD,0.875,0.873015873015873
UCI-489,quantile,4,PLS32 record->mean,0.875,0.873015873015873
UCI-489,quantile,4,"PLS32 MKL(E,G,MMD)",0.875,0.873015873015873
UCI-489,quantile,5,E-RBF,0.8125,0.8117647058823529
UCI-489,quantile,5,fused w=0.5,0.8125,0.8117647058823529
UCI-489,quantile,5,PLS2 E-RBF,0.8125,0.8117647058823529
UCI-489,quantile,5,PLS2 mean-LDA,0.8125,0.8117647058823529
UCI-489,quantile,5,PLS2 MMD,0.8125,0.8117647058823529
UCI-489,quantile,5,PLS2 record->mean,0.875,0.875
UCI-489,quantile,5,PLS4 E-RBF,0.875,0.875
UCI-489,quantile,5,PLS4 mean-LDA,0.8125,0.8117647058823529
UCI-489,quantile,5,PLS4 G-only,0.5625,0.5607843137254902
UCI-489,quantile,5,PLS4 fused w=0.3,0.875,0.875
UCI-489,quantile,5,PLS4 fused w=0.5,0.875,0.875
UCI-489,quantile,5,PLS4 fused w=0.7,0.875,0.875
UCI-489,quantile,5,PLS4 MMD,0.8125,0.8117647058823529
UCI-489,quantile,5,PLS4 record->mean,0.875,0.875
UCI-489,quantile,5,"PLS4 MKL(E,G,MMD)",0.875,0.875
UCI-489,quantile,5,PLS8 E-RBF,0.8125,0.8117647058823529
