cohort,partition_seed,weight,method,balanced_accuracy,balanced_accuracy_se,macro_f1,macro_f1_se
PD-252,15,0.0,Fused_Grassmann_GSMOTE,0.749682678630047,0.033913612163388424,0.737728462112363,0.027251131148138156
PD-252,15,0.5,Adaptive_Subspace_Fusion,0.7942991574570522,0.04213004144510721,0.7921517400401468,0.03098797150023322
PD-252,15,0.5,Fused_Grassmann_GSMOTE,0.7523625852573221,0.04495221348631458,0.74919416451167,0.03743993832653834
PD-252,15,1.0,Fused_Grassmann_GSMOTE,0.7085439690702848,0.03929615000336794,0.7169096117717444,0.03682631906236034
PD-252,15,1.0,Adaptive_Subspace_Fusion,0.6410265528686582,0.0336408525816268,0.6388374447070099,0.03656315973590436
PD-252,16,0.5,Adaptive_Subspace_Fusion,0.7933882262829631,0.03440311996358477,0.7834692213688026,0.02679051699067905
PD-252,16,0.5,Fused_Grassmann_GSMOTE,0.76282142466353,0.03902092382860311,0.7672368255279649,0.038808605961550224
PD-252,16,0.0,Adaptive_Subspace_Fusion,0.7935195316774265,0.04816232771646819,0.7885791830002356,0.04615775856768425
PD-252,16,0.0,Fused_Grassmann_GSMOTE,0.7751586606849764,0.035074308116852256,0.7719775507029512,0.03425844594081976
PD-252,16,1.0,Fused_Grassmann_GSMOTE,0.699562315351789,0.03332874499244584,0.7119649241769519,0.03505311448453035
PD-252,16,1.0,Adaptive_Subspace_Fusion,0.6558531203268045,0.02971628159024088,0.6401264457974376,0.020234439323699
PD-252,17,0.0,Adaptive_Subspace_Fusion,0.7667423496370864,0.02625857003305349,0.7685154269655727,0.019255902436569838
PD-252,17,0.0,Fused_Grassmann_GSMOTE,0.7322245322245322,0.03993623904989392,0.7266725316227707,0.03581206990799259
PD-252,17,0.5,Adaptive_Subspace_Fusion,0.7744346573293942,0.030655522812764437,0.774608440377319,0.021419803086219973
PD-252,17,0.5,Fused_Grassmann_GSMOTE,0.7404639457271036,0.03454073425641959,0.7435390106444505,0.03000282277838614
PD-252,17,1.0,Fused_Grassmann_GSMOTE,0.7049075391180655,0.030559521268231905,0.7185953850064486,0.02978580397257496
PD-252,17,1.0,Adaptive_Subspace_Fusion,0.6377885983149142,0.0370340374388895,0.6231176240893853,0.03251033257245304
PD-252,18,0.0,Adaptive_Subspace_Fusion,0.7834053689316847,0.03919821477620374,0.7830215073372967,0.032556464330355445
PD-252,18,0.0,Fused_Grassmann_GSMOTE,0.7332293832293832,0.03900401800342208,0.7233342543909261,0.034777276464798404
PD-252,18,0.5,Adaptive_Subspace_Fusion,0.7886685268264215,0.04661294416291948,0.7922742067673575,0.04375687032889968
PD-252,18,0.5,Fused_Grassmann_GSMOTE,0.7416001021264179,0.039107520471657026,0.7452530464614469,0.03671268304372282
PD-252,18,1.0,Fused_Grassmann_GSMOTE,0.7140095561148192,0.02781067791577359,0.7325252505107801,0.026492598062653003
PD-252,18,1.0,Adaptive_Subspace_Fusion,0.6393779406937302,0.03655511647353623,0.6330685788015705,0.03252301635090933
PD-252,19,0.0,Adaptive_Subspace_Fusion,0.802362585257322,0.03261088377355485,0.793969212390265,0.027363684449340793
PD-252,19,0.0,Fused_Grassmann_GSMOTE,0.7738911988911988,0.03249677491736622,0.7613725347358444,0.026294683358721736
PD-252,19,0.5,Adaptive_Subspace_Fusion,0.8127575956523325,0.0339000851419905,0.8039959607767827,0.028539090510384668
PD-252,19,0.5,Fused_Grassmann_GSMOTE,0.7430280482912061,0.030786602333374855,0.7461215535895327,0.025320799672746787
PD-252,19,1.0,Fused_Grassmann_GSMOTE,0.7332512674617938,0.043278705940602166,0.7460592911033197,0.041257832051451775
PD-252,19,1.0,Adaptive_Subspace_Fusion,0.6369752343436554,0.026226244345629392,0.6270469381558907,0.021003707989561807
