cohort,normalization,gate,partition_seed,method,balanced_accuracy,balanced_accuracy_se,macro_f1,macro_f1_se
UCI-489,standard,auto,14,PLS_DA,0.8125,0.04419417382415922,0.8108683473389355,0.04447701025043973
UCI-489,standard,auto,14,Balanced_LogReg,0.8,0.045927932677184584,0.7993090569561158,0.04574699296665146
UCI-489,standard,auto,14,SMOTE_LogReg,0.8,0.045927932677184584,0.7993090569561158,0.04574699296665146
UCI-489,standard,auto,14,Balanced_LinearSVM,0.775,0.04238956239453292,0.7739122315592903,0.04244792735475908
UCI-489,standard,auto,15,PLS_DA,0.875,0.01976423537605237,0.874407096171802,0.01984509300234428
UCI-489,standard,auto,15,Adaptive_Subspace_Fusion,0.8625,0.023385358667337132,0.8609375248074939,0.024179054133714937
UCI-489,standard,auto,15,Fused_Grassmann_GSMOTE,0.8625,0.023385358667337132,0.8609375248074939,0.024179054133714937
UCI-489,standard,auto,15,Balanced_LogReg,0.85,0.04238956239453292,0.8491083099906629,0.042811948162992865
UCI-489,standard,auto,15,SMOTE_LogReg,0.85,0.04238956239453292,0.8491083099906629,0.042811948162992865
UCI-489,standard,auto,15,Euclidean_RBF_GSMOTE,0.85,0.024999999999999998,0.8482904659839644,0.025605668907585803
UCI-489,standard,auto,15,Balanced_RandomForest,0.825,0.03061862178478972,0.8224968151903136,0.0312489120584114
UCI-489,standard,auto,15,Balanced_LinearSVM,0.8125,0.04419417382415922,0.8120588235294118,0.044333242275144756
UCI-489,rank,auto,15,Adaptive_Subspace_Fusion,0.875,0.01976423537605237,0.874407096171802,0.01984509300234428
UCI-489,rank,auto,15,Fused_Grassmann_GSMOTE,0.875,0.01976423537605237,0.874407096171802,0.01984509300234428
UCI-489,rank,auto,15,PLS_DA,0.875,0.01976423537605237,0.874407096171802,0.01984509300234428
UCI-489,rank,auto,15,Euclidean_RBF_GSMOTE,0.8625,0.036443449342783124,0.8614612511671336,0.037058312151433646
UCI-489,rank,auto,15,Balanced_LogReg,0.8625,0.045927932677184584,0.860765639589169,0.04683991590308075
UCI-489,rank,auto,15,SMOTE_LogReg,0.8625,0.045927932677184584,0.860765639589169,0.04683991590308075
UCI-489,rank,auto,15,Balanced_LinearSVM,0.825,0.023385358667337132,0.8239122315592903,0.02300051949718866
UCI-489,rank,auto,15,Balanced_RandomForest,0.8125,0.03423265984407288,0.8105695611577964,0.03491582125532992
UCI-489,standard,auto,16,Adaptive_Subspace_Fusion,0.8625,0.03061862178478972,0.8620541549953314,0.030550478771707898
UCI-489,standard,auto,16,Fused_Grassmann_GSMOTE,0.8625,0.03061862178478972,0.8620541549953314,0.030550478771707898
UCI-489,standard,auto,16,Euclidean_RBF_GSMOTE,0.8625,0.03061862178478972,0.8620541549953314,0.030550478771707898
UCI-489,standard,auto,16,Balanced_LogReg,0.825,0.023385358667337132,0.8243090569561158,0.023214740005854283
UCI-489,standard,auto,16,SMOTE_LogReg,0.825,0.023385358667337132,0.8243090569561158,0.023214740005854283
UCI-489,standard,auto,16,Balanced_RandomForest,0.8,0.03061862178478972,0.799313725490196,0.030798828849746142
UCI-489,standard,auto,16,PLS_DA,0.8,0.03061862178478973,0.7988095238095239,0.030709773672929926
UCI-489,standard,auto,16,Balanced_LinearSVM,0.7875,0.03186887195995491,0.7865639589169,0.03173246400901703
UCI-489,rank,auto,16,Adaptive_Subspace_Fusion,0.875,0.04419417382415922,0.8744070961718021,0.044230393580339006
UCI-489,rank,auto,16,Fused_Grassmann_GSMOTE,0.875,0.04419417382415922,0.8744070961718021,0.044230393580339006
UCI-489,rank,auto,16,Euclidean_RBF_GSMOTE,0.8625,0.036443449342783124,0.8622549019607844,0.03644369660057344
UCI-489,rank,auto,16,Balanced_LogReg,0.8375,0.0318688719599549,0.8367600373482726,0.031773055175965646
UCI-489,rank,auto,16,SMOTE_LogReg,0.8375,0.0318688719599549,0.8367600373482726,0.031773055175965646
UCI-489,rank,auto,16,PLS_DA,0.825,0.023385358667337132,0.8243090569561158,0.023214740005854287
UCI-489,rank,auto,16,Balanced_RandomForest,0.8,0.03061862178478972,0.799313725490196,0.030798828849746142
UCI-489,rank,auto,16,Balanced_LinearSVM,0.8,0.03061862178478973,0.7989169000933707,0.03055663939233545
UCI-489,rank,auto,17,Adaptive_Subspace_Fusion,0.875,0.03423265984407288,0.8743090569561158,0.034368557281860355
UCI-489,rank,auto,17,Fused_Grassmann_GSMOTE,0.875,0.03423265984407288,0.8743090569561158,0.034368557281860355
UCI-489,rank,auto,17,Euclidean_RBF_GSMOTE,0.8375,0.046770717334674264,0.8365592903828197,0.047166233777143754
UCI-489,rank,auto,17,Balanced_LogReg,0.8375,0.05796011559684814,0.8342329428397539,0.059740403608460224
UCI-489,rank,auto,17,SMOTE_LogReg,0.8375,0.05796011559684814,0.8342329428397539,0.059740403608460224
UCI-489,rank,auto,17,Balanced_LinearSVM,0.825,0.036443449342783124,0.8228197945845006,0.0371012559608181
UCI-489,rank,auto,17,PLS_DA,0.8125,0.04419417382415922,0.8096297682365794,0.04565789714705488
UCI-489,rank,auto,17,Balanced_RandomForest,0.8125,0.052291251658379716,0.8091349036240677,0.05390735395774523
UCI-489,standard,auto,17,Balanced_LogReg,0.85,0.024999999999999998,0.8478936405871391,0.025505063024486033
UCI-489,standard,auto,17,SMOTE_LogReg,0.85,0.024999999999999998,0.8478936405871391,0.025505063024486033
UCI-489,standard,auto,17,Adaptive_Subspace_Fusion,0.8375,0.03186887195995491,0.837156862745098,0.031888526522850486
UCI-489,standard,auto,17,Fused_Grassmann_GSMOTE,0.8375,0.03186887195995491,0.837156862745098,0.031888526522850486
UCI-489,standard,auto,17,Euclidean_RBF_GSMOTE,0.825,0.036443449342783124,0.8232166199813259,0.037237349578575135
UCI-489,standard,auto,17,Balanced_RandomForest,0.825,0.053764532919016415,0.8217819624475972,0.055520991881799396
UCI-489,standard,auto,17,PLS_DA,0.8125,0.03952847075210474,0.8079271708683473,0.04105669404340851
UCI-489,standard,auto,17,Balanced_LinearSVM,0.775,0.046770717334674264,0.768015873015873,0.0508264403093263
UCI-489,standard,auto,18,Adaptive_Subspace_Fusion,0.85,0.024999999999999998,0.8491129785247432,0.02502501492524027
UCI-489,standard,auto,18,Fused_Grassmann_GSMOTE,0.85,0.024999999999999998,0.8491129785247432,0.02502501492524027
UCI-489,standard,auto,18,Euclidean_RBF_GSMOTE,0.85,0.0318688719599549,0.8482166199813259,0.03234834776736438
UCI-489,standard,auto,18,Balanced_RandomForest,0.8375,0.046770717334674264,0.836862745098039,0.0469541319124573
UCI-489,standard,auto,18,Balanced_LogReg,0.8125,0.01976423537605237,0.8104426601949821,0.019487194473687734
UCI-489,standard,auto,18,SMOTE_LogReg,0.8125,0.01976423537605237,0.8104426601949821,0.019487194473687734
UCI-489,standard,auto,18,PLS_DA,0.8,0.036443449342783124,0.7971980290091745,0.03660276524349113
UCI-489,standard,auto,18,Balanced_LinearSVM,0.7375,0.036443449342783124,0.7325187402896381,0.037412294980504524
UCI-489,rank,auto,18,Adaptive_Subspace_Fusion,0.85,0.0318688719599549,0.8490102707749767,0.03172532004103372
UCI-489,rank,auto,18,Fused_Grassmann_GSMOTE,0.85,0.0318688719599549,0.8490102707749767,0.03172532004103372
UCI-489,rank,auto,18,Euclidean_RBF_GSMOTE,0.85,0.0318688719599549,0.8490102707749767,0.03172532004103372
UCI-489,rank,auto,18,Balanced_LogReg,0.8375,0.024999999999999994,0.835643407160435,0.025430294004706054
UCI-489,rank,auto,18,SMOTE_LogReg,0.8375,0.024999999999999994,0.835643407160435,0.025430294004706054
UCI-489,rank,auto,18,PLS_DA,0.825,0.049999999999999996,0.8245098039215687,0.05012287861246445
UCI-489,rank,auto,18,Balanced_RandomForest,0.825,0.04145780987944249,0.8244117647058824,0.04165005435850148
UCI-489,rank,auto,18,Balanced_LinearSVM,0.7625,0.023385358667337132,0.7599477955824705,0.02290818508228001
UCI-489,rank,auto,19,PLS_DA,0.8625,0.045927932677184584,0.8613632119514472,0.04647638015844813
UCI-489,rank,auto,19,Balanced_LogReg,0.85,0.046770717334674264,0.8462582360879575,0.048981486345608845
UCI-489,rank,auto,19,SMOTE_LogReg,0.85,0.046770717334674264,0.8462582360879575,0.048981486345608845
UCI-489,rank,auto,19,Adaptive_Subspace_Fusion,0.8375,0.04238956239453292,0.8356676003734828,0.043174344708274894
UCI-489,rank,auto,19,Fused_Grassmann_GSMOTE,0.8375,0.04238956239453292,0.8356676003734828,0.043174344708274894
UCI-489,rank,auto,19,Euclidean_RBF_GSMOTE,0.8375,0.046770717334674264,0.8348305152020323,0.0485987182843178
UCI-489,rank,auto,19,Balanced_RandomForest,0.825,0.053764532919016415,0.822594854406,0.05429113589535488
UCI-489,rank,auto,19,Balanced_LinearSVM,0.775,0.050775240028974745,0.768216619981326,0.054658734463244485
UCI-489,standard,auto,19,Adaptive_Subspace_Fusion,0.8625,0.023385358667337132,0.8609375248074939,0.024179054133714933
UCI-489,standard,auto,19,Fused_Grassmann_GSMOTE,0.8625,0.023385358667337132,0.8609375248074939,0.024179054133714933
UCI-489,standard,auto,19,Euclidean_RBF_GSMOTE,0.8625,0.04592793267718459,0.8601438740138431,0.046816443347267846
UCI-489,standard,auto,19,PLS_DA,0.8375,0.06123724356957944,0.8369561157796452,0.06119270934889861
UCI-489,standard,auto,19,Balanced_LogReg,0.8375,0.06434768838116875,0.8309375248074939,0.06863810553121001
UCI-489,standard,auto,19,SMOTE_LogReg,0.8375,0.06434768838116875,0.8309375248074939,0.06863810553121001
UCI-489,standard,auto,19,Balanced_RandomForest,0.825,0.053764532919016415,0.822594854406,0.05429113589535488
UCI-489,standard,auto,19,Balanced_LinearSVM,0.7625,0.06373774391990981,0.7512605042016808,0.06899460341488477
PD-252,standard,auto,0,PLS_DA,0.7809798665061823,0.023476398931284486,0.7853224845330109,0.020594622855440507
PD-252,standard,auto,0,Subspace_q32,0.7597621913411386,0.02481991076543671,0.7631767465428306,0.022747928960476806
PD-252,standard,auto,0,Subspace_q16,0.7597621913411386,0.02063844334434909,0.762668997491262,0.016336095129077816
PD-252,standard,auto,0,Adaptive_Subspace_Fusion,0.7567631396578764,0.017193330089632707,0.7651244163175919,0.017198125398403055
PD-252,standard,auto,0,Subspace_q8,0.7487261553051026,0.008246453563931999,0.7537627971838499,0.009839795516136564
PD-252,standard,auto,0,Fused_Grassmann_GSMOTE,0.7332476200897254,0.01835371940275946,0.7478901648221289,0.014921559159947823
PD-252,standard,auto,0,Balanced_LogReg,0.7256492322281796,0.015784758263022124,0.7313926417347469,0.012356523249507772
PD-252,standard,auto,0,Euclidean_RBF_GSMOTE,0.7224477513951199,0.02452959501346552,0.7265409816988765,0.021290248702904267
PD-252,standard,auto,0,SMOTE_LogReg,0.7203860743334427,0.014123057367399997,0.7236735460156514,0.009789880356526249
PD-252,standard,auto,0,Balanced_LinearSVM,0.7171134697450487,0.020373719025791687,0.7190064543760195,0.016538977002006534
PD-252,standard,auto,0,Balanced_RandomForest,0.6616360287412919,0.019165553404530432,0.6812923089778573,0.01956073677875609
PD-252,standard,auto,1,PLS_DA,0.774150162308057,0.0455078544671824,0.7753629931948041,0.04271916927914903
PD-252,standard,auto,1,Subspace_q32,0.7679496297917351,0.03167583333931339,0.7721696042502171,0.030293121875822587
PD-252,standard,auto,1,Adaptive_Subspace_Fusion,0.7475042856621804,0.0313033230806136,0.7578361227923468,0.032434069370345715
PD-252,standard,auto,1,Subspace_q8,0.7445280300543458,0.03220444027044392,0.746988826855806,0.029708987966736253
PD-252,standard,auto,1,Subspace_q16,0.7444569062990115,0.023250107753160214,0.7477919293570222,0.022334246141894994
PD-252,standard,auto,1,Fused_Grassmann_GSMOTE,0.7192955100849838,0.06443511749567146,0.7257184811570776,0.06380117248882854
PD-252,standard,auto,1,SMOTE_LogReg,0.7166156034577087,0.037970418937062565,0.7221986959282675,0.03894971394002654
PD-252,standard,auto,1,Balanced_LogReg,0.7160457015720174,0.04105961966659065,0.7207383591334564,0.04161778374012388
PD-252,standard,auto,1,Euclidean_RBF_GSMOTE,0.6957763431447642,0.06037255686744028,0.6823055741521731,0.05202476021794665
PD-252,standard,auto,1,Balanced_LinearSVM,0.6953268045373309,0.03563720836199931,0.7009496490178934,0.038257954819123405
PD-252,standard,auto,1,Balanced_RandomForest,0.6412508662508662,0.044017952834358165,0.6536599417376101,0.058738515870645984
PD-252,rank,auto,0,Subspace_q16,0.799209432104169,0.01461028780285699,0.8046686138740933,0.021688850543551273
PD-252,rank,auto,0,Adaptive_Subspace_Fusion,0.799209432104169,0.02238387762378168,0.80334214285197,0.024092039299676345
PD-252,rank,auto,0,Subspace_q32,0.794219827114564,0.02404935040801639,0.8020362086467514,0.027247706490902187
PD-252,rank,auto,0,Balanced_LogReg,0.7695872998504577,0.023540741718971508,0.7768439833528389,0.029256953507290837
PD-252,rank,auto,0,SMOTE_LogReg,0.7695872998504577,0.022440125517249963,0.7767379139836116,0.028079852840605827
PD-252,rank,auto,0,Euclidean_RBF_GSMOTE,0.766978516978517,0.01224896003818861,0.760161154265085,0.016379344955210547
PD-252,rank,auto,0,Fused_Grassmann_GSMOTE,0.7544279096910675,0.01397921236671069,0.7559877257245678,0.015833064427320912
PD-252,rank,auto,0,Subspace_q8,0.7542966042966043,0.02232422790991576,0.7527519422256266,0.028777295992326625
PD-252,rank,auto,0,Balanced_LinearSVM,0.7541315607105081,0.020995384786312514,0.763044542914549,0.02585794537347505
PD-252,rank,auto,0,PLS_DA,0.7382116934748514,0.021444227981126725,0.7339418599418599,0.02358810853568355
PD-252,rank,auto,0,Balanced_RandomForest,0.6508735456103877,0.01772007599698495,0.6712688674797221,0.020638741190521705
PD-252,rank,auto,1,Subspace_q32,0.7723018565123828,0.0314578058952059,0.7719969778917146,0.02891912316311831
PD-252,rank,auto,1,Adaptive_Subspace_Fusion,0.7672411277674436,0.03635842218697993,0.7701125251971934,0.03529414569021698
PD-252,rank,auto,1,PLS_DA,0.7609922675712151,0.03648030963664566,0.7567104267850755,0.035607837616233845
PD-252,rank,auto,1,Subspace_q16,0.759275267170004,0.038681121452169835,0.7573235867446394,0.03584480433103386
PD-252,rank,auto,1,Fused_Grassmann_GSMOTE,0.7382828172301857,0.04763585138178138,0.7274909774268845,0.042440153527927335
PD-252,rank,auto,1,Euclidean_RBF_GSMOTE,0.7373308531203268,0.04327128922233196,0.7091554722385189,0.03469510499437958
PD-252,rank,auto,1,Subspace_q8,0.7303652843126528,0.03781942590085683,0.7279157213156291,0.033646037332047345
PD-252,rank,auto,1,Balanced_LogReg,0.7084956413903784,0.0423949122366525,0.7131191174669436,0.04152194415129538
PD-252,rank,auto,1,Balanced_LinearSVM,0.7011480103585367,0.03845518205754323,0.7092583867248005,0.03652171329958377
PD-252,rank,auto,1,SMOTE_LogReg,0.7008033336980706,0.04217616259893489,0.7056628056628057,0.040711580961367635
PD-252,rank,auto,1,Balanced_RandomForest,0.6275121275121276,0.026033454448186916,0.6415265127029832,0.03873990542521202
PD-252,rank,auto,2,Subspace_q32,0.8337463982200823,0.031115346765272767,0.8342242063926149,0.026570951445129925
PD-252,rank,auto,2,Subspace_q16,0.8254130648867491,0.030034440214571252,0.8273717621940267,0.026289975363195692
PD-252,rank,auto,2,Adaptive_Subspace_Fusion,0.8117454499033446,0.03712294441261168,0.8099941409872917,0.031106490200739797
PD-252,rank,auto,2,Balanced_LogReg,0.7913229018492176,0.021305350812231387,0.7856500688555483,0.01348251005654933
PD-252,rank,auto,2,SMOTE_LogReg,0.788964875806981,0.019638565965348923,0.7884044260709479,0.0157848239575122
PD-252,rank,auto,2,Subspace_q8,0.7882527264106212,0.030584373144114507,0.7855202396553989,0.024065841561939694
PD-252,rank,auto,2,Balanced_LinearSVM,0.7718632600211548,0.0296536506134313,0.7769177991874787,0.024768834300805787
PD-252,rank,auto,2,PLS_DA,0.7693028048291206,0.019650868647665867,0.77396784655899,0.016972827104071418
PD-252,rank,auto,2,Fused_Grassmann_GSMOTE,0.7687329029434293,0.02713381925140881,0.7741827387811526,0.027036778366395273
PD-252,rank,auto,2,Euclidean_RBF_GSMOTE,0.765827771090929,0.0323834496387475,0.7645899190109716,0.03231430837238172
PD-252,rank,auto,2,Balanced_RandomForest,0.6561367035051245,0.024046032279459003,0.6785775790754455,0.03135749453066773
PD-252,standard,auto,2,PLS_DA,0.800274464748149,0.016134609609360175,0.8067205519786631,0.016158420314404655
PD-252,standard,auto,2,Subspace_q8,0.7738766094029251,0.013614572021960899,0.7710775720912244,0.013470940335887974
PD-252,standard,auto,2,Adaptive_Subspace_Fusion,0.7736513841776999,0.03004172476372087,0.7740952341229065,0.02368128483652525
PD-252,standard,auto,2,Subspace_q32,0.7709486814749973,0.03255391220117428,0.7697070582070583,0.02808556518799094
PD-252,standard,auto,2,Subspace_q16,0.7625442243863296,0.03246001800104119,0.7633710706079126,0.028919199566372334
PD-252,standard,auto,2,SMOTE_LogReg,0.7606849764744501,0.024636930950052687,0.7671790092862409,0.0242635097461592
PD-252,standard,auto,2,Balanced_LogReg,0.7529926687821424,0.019797062866539056,0.7611427219867958,0.021320296012364116
PD-252,standard,auto,2,Euclidean_RBF_GSMOTE,0.7295592150855308,0.02795413506321498,0.7399573466342867,0.028591017260626465
PD-252,standard,auto,2,Balanced_LinearSVM,0.7245814640551481,0.022927879458179815,0.7318426648234093,0.023460832326229503
PD-252,standard,auto,2,Fused_Grassmann_GSMOTE,0.71715085530875,0.028540888977470598,0.7344141238878081,0.02949542930969865
PD-252,standard,auto,2,Balanced_RandomForest,0.6721623445307656,0.018951488568649748,0.7000106915520983,0.022981554977638922
PD-252,rank,auto,3,Adaptive_Subspace_Fusion,0.7902469270890323,0.009058918483217998,0.7920492661911716,0.01618038980192713
PD-252,rank,auto,3,Subspace_q8,0.7842716197979357,0.010894621035921646,0.7827803934751483,0.014074498286637314
PD-252,rank,auto,3,Subspace_q16,0.7822099427362585,0.009217883974985566,0.7793199924570686,0.01509156075385733
PD-252,rank,auto,3,Subspace_q32,0.769160557318452,0.012895275082234717,0.7760996729911653,0.016174580047852005
PD-252,rank,auto,3,Euclidean_RBF_GSMOTE,0.7493079111500165,0.03610012756678181,0.7488670237018584,0.036003148416748745
PD-252,rank,auto,3,Fused_Grassmann_GSMOTE,0.7358910529963161,0.026714384388470253,0.749546637936798,0.028706467249675155
PD-252,rank,auto,3,Balanced_LogReg,0.7351898457161614,0.01733725698959339,0.7428915017610669,0.014474636904823307
PD-252,rank,auto,3,Balanced_LinearSVM,0.7334017215596162,0.015430015972886625,0.7455079024214963,0.016321390207826626
PD-252,rank,auto,3,PLS_DA,0.7332220884852464,0.008612990832800073,0.7299578341683897,0.007343387795016961
PD-252,rank,auto,3,SMOTE_LogReg,0.7250683882262828,0.013206375564941674,0.7377019952485004,0.012548189103256236
PD-252,rank,auto,3,Balanced_RandomForest,0.650660174344385,0.022554697492630515,0.6712386999005907,0.02938606734919768
PD-252,standard,auto,3,PLS_DA,0.7595488200751358,0.029087647665328266,0.761696887062971,0.023281722747008998
PD-252,standard,auto,3,Subspace_q16,0.7499370828318197,0.030323536214928826,0.7555247928635318,0.03255275996733094
PD-252,standard,auto,3,Adaptive_Subspace_Fusion,0.7445316774264142,0.02837298011289525,0.74823865547077,0.031427555792176716
PD-252,standard,auto,3,Subspace_q8,0.7419000984790458,0.03041085825452985,0.7429804964455486,0.031691718751114206
PD-252,standard,auto,3,Balanced_LogReg,0.7359849728270781,0.03019058733089056,0.7422899046127762,0.0354420614422581
PD-252,standard,auto,3,SMOTE_LogReg,0.7336269467848415,0.027082327782037507,0.7425765219973861,0.031501448528573235
PD-252,standard,auto,3,Balanced_LinearSVM,0.7180399022504286,0.03564129620310159,0.724325771730835,0.03982778500248261
PD-252,standard,auto,3,Subspace_q32,0.7112731152204838,0.030831244818550336,0.7158318179204763,0.030336648973576224
PD-252,standard,auto,3,Euclidean_RBF_GSMOTE,0.7049193930772878,0.030257684253587235,0.7141143664864152,0.029136801975498134
PD-252,standard,auto,3,Fused_Grassmann_GSMOTE,0.7002744647481489,0.03902118589476558,0.7105820320030847,0.03946275838565524
PD-252,standard,auto,3,Balanced_RandomForest,0.6597056570740782,0.030095478804499382,0.6819562554997818,0.038920015308688424
PD-252,standard,auto,4,PLS_DA,0.7954982310245468,0.026202783815912248,0.8049993865783339,0.027312463460428957
PD-252,standard,auto,4,Adaptive_Subspace_Fusion,0.7583378925484188,0.01706813266280984,0.7630043792159125,0.014333847799864866
PD-252,standard,auto,4,SMOTE_LogReg,0.7507167086114455,0.01965201366921902,0.7565923348756822,0.018325347932573958
PD-252,standard,auto,4,Subspace_q8,0.7472535288324762,0.010868796370629655,0.7416616608295096,0.005525867280194418
PD-252,standard,auto,4,Balanced_LogReg,0.7453824269613744,0.019197151597112286,0.7485459363578231,0.01748952214855239
PD-252,standard,auto,4,Subspace_q16,0.7452401794507056,0.01817326237849077,0.749142670148724,0.018368747319175847
PD-252,standard,auto,4,Subspace_q32,0.7426086005033373,0.019567033746331057,0.7451171597940999,0.019865963718998007
PD-252,standard,auto,4,Balanced_LinearSVM,0.7223766276397856,0.021798712359628897,0.7285600414078675,0.021551285629898005
PD-252,standard,auto,4,Euclidean_RBF_GSMOTE,0.7180508443666338,0.038478877124418186,0.712322569454806,0.03398193778269151
PD-252,standard,auto,4,Fused_Grassmann_GSMOTE,0.7125998468103731,0.050859955892832986,0.715895377737483,0.05290964237922408
PD-252,standard,auto,4,Balanced_RandomForest,0.6649797570850202,0.042059497083190595,0.6731437942572724,0.0628270399727203
PD-252,rank,auto,4,Subspace_q8,0.7852682642156326,0.010440601112400614,0.7821731691281949,0.011981265747774235
PD-252,rank,auto,4,Adaptive_Subspace_Fusion,0.7751468067257541,0.013279426728253666,0.777761095935009,0.01318447509893875
PD-252,rank,auto,4,Subspace_q16,0.7647517963307436,0.014202415413461815,0.7675479104769236,0.015242082223786433
PD-252,rank,auto,4,Subspace_q32,0.7646806725754095,0.01535578078197294,0.767054449547303,0.015353932631568687
PD-252,rank,auto,4,SMOTE_LogReg,0.7588248167195535,0.02020841532746543,0.7691885132411448,0.02018578009869065
PD-252,rank,auto,4,Balanced_LogReg,0.7561932377721852,0.02050019524635293,0.7652573917310759,0.02092646181219469
PD-252,rank,auto,4,Balanced_LinearSVM,0.7400964729912098,0.03438080796220776,0.7494455271577191,0.03329187468230818
PD-252,rank,auto,4,Fused_Grassmann_GSMOTE,0.7148493635335741,0.042900295175231945,0.7101188625805789,0.03800597316199741
PD-252,rank,auto,4,PLS_DA,0.7148156253419412,0.04108561140919439,0.7239448096217497,0.040384566541956504
PD-252,rank,auto,4,Euclidean_RBF_GSMOTE,0.7125852573220994,0.04084462849951522,0.7016084656084656,0.035153190539418185
PD-252,rank,auto,4,Balanced_RandomForest,0.6599190283400811,0.04054777649507981,0.6686394892309308,0.06120479724662583
PD-252,standard,auto,5,PLS_DA,0.7755854032169822,0.018674840758166247,0.7705560919014708,0.013796604440833804
PD-252,standard,auto,5,Euclidean_RBF_GSMOTE,0.7474477513951199,0.015374782772586327,0.7492817402982015,0.017532440319707052
PD-252,standard,auto,5,Subspace_q32,0.7386274938906517,0.015872414075339045,0.7380127814338342,0.015538044663294628
PD-252,standard,auto,5,Fused_Grassmann_GSMOTE,0.7199283291388555,0.033150647266267784,0.7295641470824312,0.03461171666113798
PD-252,standard,auto,5,Subspace_q8,0.7149204872889083,0.020112683212927803,0.7133087410862775,0.022239735854619
PD-252,standard,auto,5,Adaptive_Subspace_Fusion,0.712349089980669,0.015296042024611439,0.7141883670579323,0.01738346573635555
PD-252,standard,auto,5,Balanced_LogReg,0.707977714556662,0.019024135669729523,0.7193057313903997,0.018348623422889503
PD-252,standard,auto,5,Subspace_q16,0.7075135864609547,0.02245707608865449,0.7055766819944902,0.01924485965175975
PD-252,standard,auto,5,SMOTE_LogReg,0.7026434329065909,0.018710351036273276,0.7113541420440734,0.017345422241740426
PD-252,standard,auto,5,Balanced_LinearSVM,0.6775759565233249,0.027912526907827296,0.6839088604702639,0.025536585782149006
PD-252,standard,auto,5,Balanced_RandomForest,0.6570138964875807,0.017531291381719997,0.6748386718829595,0.020465323114764376
PD-252,rank,auto,5,Subspace_q8,0.7958055221213116,0.023806275110259303,0.7952964340790428,0.03256101393372659
PD-252,rank,auto,5,Subspace_q16,0.7957343983659773,0.029207601444248832,0.794048658204216,0.032281906407041726
PD-252,rank,auto,5,Subspace_q32,0.780848561111719,0.018291316846283365,0.7812770740665478,0.020153276951581867
PD-252,rank,auto,5,Adaptive_Subspace_Fusion,0.7803497829813619,0.01834050716078865,0.7821674455747194,0.025081236970296593
PD-252,rank,auto,5,Balanced_LogReg,0.7650253492358755,0.028600002296068783,0.773394549046723,0.029666346986906064
PD-252,rank,auto,5,Fused_Grassmann_GSMOTE,0.7621913411387096,0.03217833738346579,0.7616481775692303,0.03176671628477893
PD-252,rank,auto,5,SMOTE_LogReg,0.7600357442462706,0.027770624913893583,0.7711424227945969,0.029328522706775842
PD-252,rank,auto,5,Euclidean_RBF_GSMOTE,0.7568570594886384,0.018948236777688313,0.755456731735378,0.022171475286531035
PD-252,rank,auto,5,Balanced_LinearSVM,0.7526397855345224,0.037407930691335314,0.7579701363122415,0.03657746633998823
PD-252,rank,auto,5,PLS_DA,0.7495094284567968,0.027281620688755965,0.7522473816213302,0.027802589068357534
PD-252,rank,auto,5,Balanced_RandomForest,0.6518820439873071,0.016691801520575006,0.6703432578101077,0.018320748407484183
PD-252,standard,auto,6,PLS_DA,0.7862658204763469,0.023913735730052687,0.7818490265858686,0.01994011071515197
PD-252,standard,auto,6,Balanced_LogReg,0.737255170149907,0.03543564896387187,0.7460807099594285,0.036605383565842156
PD-252,standard,auto,6,SMOTE_LogReg,0.7345524674472041,0.03470342213503862,0.7417467525362262,0.035167545540420224
PD-252,standard,auto,6,Euclidean_RBF_GSMOTE,0.7315534157639421,0.04123587471534945,0.7401839353474495,0.04093318799422374
PD-252,standard,auto,6,Subspace_q32,0.7282096874202137,0.034721691095959795,0.7397166175209653,0.04064053570865772
PD-252,standard,auto,6,Adaptive_Subspace_Fusion,0.7237899843163,0.029655773816125483,0.7352346918327085,0.03245342157678592
PD-252,standard,auto,6,Subspace_q16,0.7161688003793266,0.024088844298449742,0.7272830758810926,0.024759780232328582
PD-252,standard,auto,6,Fused_Grassmann_GSMOTE,0.7116551774446511,0.045093366778509746,0.7300429898839231,0.04707682114027684
PD-252,standard,auto,6,Subspace_q8,0.7052978079293869,0.02250688869783113,0.7074764854041038,0.024116730450856477
PD-252,standard,auto,6,Balanced_LinearSVM,0.6973091512565197,0.0397285036252945,0.7046795514135986,0.04197232675453286
PD-252,standard,auto,6,Balanced_RandomForest,0.6508024218550534,0.02084546019450908,0.674312814556717,0.025568341365997303
PD-252,rank,auto,6,Subspace_q32,0.7985684064631433,0.0317494433536021,0.8051246584281166,0.034728814735746724
PD-252,rank,auto,6,Adaptive_Subspace_Fusion,0.7851971404602984,0.033088609445951066,0.7843213323528987,0.036173538495904864
PD-252,rank,auto,6,Subspace_q8,0.783004158004158,0.03142917768113388,0.7744168455020152,0.03451300463639384
PD-252,rank,auto,6,Euclidean_RBF_GSMOTE,0.7726693292482766,0.025487529726747376,0.7690193914829819,0.02625537334844778
PD-252,rank,auto,6,Fused_Grassmann_GSMOTE,0.7706559798665061,0.04109397710119579,0.7778034561249663,0.044301233673077804
PD-252,rank,auto,6,PLS_DA,0.7688076740708321,0.0418728485782394,0.7725141146903982,0.04257349784450811
PD-252,rank,auto,6,Subspace_q16,0.7639083415399206,0.027621586602392747,0.7630530636063692,0.031519190044699705
PD-252,rank,auto,6,Balanced_LogReg,0.7596910675858044,0.02452092604461701,0.7651407129816897,0.02482813641996777
