cohort,partition_seed,members,method,balanced_accuracy,balanced_accuracy_se,macro_f1,macro_f1_se
PD-252,1,"4,8,16,32,64",Balanced_LogReg,0.7084956413903784,0.0423949122366525,0.7131191174669436,0.04152194415129538
PD-252,1,"4,8,16,32,64",Balanced_LinearSVM,0.7011480103585367,0.03845518205754323,0.7092583867248005,0.03652171329958377
PD-252,1,"4,8,16,32,64",SMOTE_LogReg,0.7008033336980706,0.04217616259893489,0.7056628056628057,0.040711580961367635
PD-252,1,"8,16,32",Adaptive_Subspace_Fusion,0.7672411277674436,0.03635842218697993,0.7701125251971934,0.03529414569021698
PD-252,0,"4,8,16,32,64",Adaptive_Subspace_Fusion,0.7996480285953971,0.01443502343863363,0.7972470279838701,0.01659733567668282
PD-252,0,"4,8,16,32,64",Subspace_q16,0.799209432104169,0.01461028780285699,0.8046686138740933,0.021688850543551273
PD-252,0,"4,8,16,32,64",Subspace_q32,0.794219827114564,0.02404935040801639,0.8020362086467514,0.027247706490902187
PD-252,0,"4,8,16,32,64",Subspace_q64,0.7885180727285991,0.02320826787993845,0.7995217919268554,0.026962636428240053
PD-252,0,"4,8,16,32,64",Subspace_q4,0.7783109019951125,0.020301954592049937,0.7634019771577358,0.015994197790106076
PD-252,0,"4,8,16,32,64",Balanced_LogReg,0.7695872998504577,0.023540741718971508,0.7768439833528389,0.029256953507290837
PD-252,0,"4,8,16,32,64",SMOTE_LogReg,0.7695872998504577,0.022440125517249963,0.7767379139836116,0.028079852840605827
PD-252,0,"4,8,16,32,64",Euclidean_RBF_GSMOTE,0.766978516978517,0.01224896003818861,0.760161154265085,0.016379344955210547
PD-252,0,"4,8,16,32,64",Fused_Grassmann_GSMOTE,0.7544279096910675,0.01397921236671069,0.7559877257245678,0.015833064427320912
PD-252,0,"4,8,16,32,64",Subspace_q8,0.7542966042966043,0.02232422790991576,0.7527519422256266,0.028777295992326625
PD-252,0,"4,8,16,32,64",Balanced_LinearSVM,0.7541315607105081,0.020995384786312514,0.763044542914549,0.02585794537347505
PD-252,0,"8,16,32",Adaptive_Subspace_Fusion,0.799209432104169,0.02238387762378168,0.80334214285197,0.024092039299676345
PD-252,4,"4,8,16,32,64",Subspace_q8,0.7852682642156326,0.010440601112400614,0.7821731691281949,0.011981265747774235
PD-252,4,"4,8,16,32,64",Adaptive_Subspace_Fusion,0.7752179304810884,0.011799860842792848,0.7778557879444827,0.012878702208130062
PD-252,4,"4,8,16,32,64",Subspace_q64,0.7726465331728489,0.017919089633757653,0.778750087256195,0.01485860564482671
PD-252,4,"4,8,16,32,64",Subspace_q16,0.7647517963307436,0.014202415413461815,0.7675479104769236,0.015242082223786433
PD-252,4,"4,8,16,32,64",Subspace_q32,0.7646806725754095,0.01535578078197294,0.767054449547303,0.015353932631568687
PD-252,4,"4,8,16,32,64",SMOTE_LogReg,0.7588248167195535,0.02020841532746543,0.7691885132411448,0.02018578009869065
PD-252,4,"4,8,16,32,64",Balanced_LogReg,0.7561932377721852,0.02050019524635293,0.7652573917310759,0.02092646181219469
PD-252,4,"4,8,16,32,64",Subspace_q4,0.7561075245285771,0.016386515545114614,0.7363814664650609,0.006894706674344249
PD-252,4,"4,8,16,32,64",Balanced_LinearSVM,0.7400964729912098,0.03438080796220776,0.7494455271577191,0.03329187468230818
PD-252,4,"4,8,16,32,64",Fused_Grassmann_GSMOTE,0.7148493635335741,0.042900295175231945,0.7101188625805789,0.03800597316199741
PD-252,4,"4,8,16,32,64",Euclidean_RBF_GSMOTE,0.7125852573220994,0.04084462849951522,0.7016084656084656,0.035153190539418185
PD-252,4,"8,16,32",Adaptive_Subspace_Fusion,0.7751468067257541,0.013279426728253666,0.777761095935009,0.01318447509893875
PD-252,2,"4,8,16,32,64",Subspace_q32,0.8337463982200823,0.031115346765272767,0.8342242063926149,0.026570951445129925
PD-252,2,"4,8,16,32,64",Subspace_q64,0.8337463982200823,0.031115346765272767,0.8342242063926149,0.026570951445129925
PD-252,2,"4,8,16,32,64",Subspace_q16,0.8254130648867491,0.030034440214571252,0.8273717621940267,0.026289975363195692
PD-252,2,"4,8,16,32,64",Adaptive_Subspace_Fusion,0.8147445015866068,0.03226348694940892,0.8089713933005072,0.023398854077560694
PD-252,2,"4,8,16,32,64",Subspace_q4,0.7942617718933509,0.035257949979325895,0.7812022693812526,0.03754723225630014
PD-252,2,"4,8,16,32,64",Balanced_LogReg,0.7913229018492176,0.021305350812231387,0.7856500688555483,0.01348251005654933
PD-252,2,"4,8,16,32,64",SMOTE_LogReg,0.788964875806981,0.019638565965348923,0.7884044260709479,0.0157848239575122
PD-252,2,"4,8,16,32,64",Subspace_q8,0.7882527264106212,0.030584373144114507,0.7855202396553989,0.024065841561939694
PD-252,2,"4,8,16,32,64",Balanced_LinearSVM,0.7718632600211548,0.0296536506134313,0.7769177991874787,0.024768834300805787
PD-252,2,"4,8,16,32,64",Fused_Grassmann_GSMOTE,0.7687329029434293,0.02713381925140881,0.7741827387811526,0.027036778366395273
PD-252,2,"4,8,16,32,64",Euclidean_RBF_GSMOTE,0.765827771090929,0.0323834496387475,0.7645899190109716,0.03231430837238172
PD-252,2,"8,16,32",Adaptive_Subspace_Fusion,0.8117454499033446,0.03712294441261168,0.8099941409872917,0.031106490200739797
PD-252,3,"4,8,16,32,64",Subspace_q8,0.7842716197979357,0.010894621035921646,0.7827803934751483,0.014074498286637314
PD-252,3,"4,8,16,32,64",Subspace_q16,0.7822099427362585,0.009217883974985566,0.7793199924570686,0.01509156075385733
PD-252,3,"4,8,16,32,64",Subspace_q4,0.7796722836196521,0.027184080837100735,0.7626312016182595,0.025284695558329906
PD-252,3,"4,8,16,32,64",Adaptive_Subspace_Fusion,0.7747911879490827,0.018513569482232393,0.7790217155162704,0.022708942393972135
PD-252,3,"4,8,16,32,64",Subspace_q32,0.769160557318452,0.012895275082234717,0.7760996729911653,0.016174580047852005
PD-252,3,"4,8,16,32,64",Subspace_q64,0.7537759419338366,0.02285556487992748,0.7619878717489293,0.023965760298453032
PD-252,3,"4,8,16,32,64",Euclidean_RBF_GSMOTE,0.7493079111500165,0.03610012756678181,0.7488670237018584,0.036003148416748745
PD-252,3,"4,8,16,32,64",Fused_Grassmann_GSMOTE,0.7358910529963161,0.026714384388470253,0.749546637936798,0.028706467249675155
PD-252,3,"4,8,16,32,64",Balanced_LogReg,0.7351898457161614,0.01733725698959339,0.7428915017610669,0.014474636904823307
PD-252,3,"4,8,16,32,64",Balanced_LinearSVM,0.7334017215596162,0.015430015972886625,0.7455079024214963,0.016321390207826626
PD-252,3,"4,8,16,32,64",SMOTE_LogReg,0.7250683882262828,0.013206375564941674,0.7377019952485004,0.012548189103256236
PD-252,3,"8,16,32",Adaptive_Subspace_Fusion,0.7902469270890323,0.009058918483217998,0.7920492661911716,0.01618038980192713
PD-252,7,"4,8,16,32,64",Adaptive_Subspace_Fusion,0.7780036108983477,0.018713265989149942,0.774087293514584,0.012512691450239841
PD-252,7,"4,8,16,32,64",Subspace_q4,0.7749562315351788,0.02828501045727245,0.7663069736177162,0.028948268190949897
PD-252,7,"4,8,16,32,64",Subspace_q16,0.7735839077944341,0.024776536747228958,0.7708351158411697,0.01621246273517064
PD-252,7,"4,8,16,32,64",Subspace_q32,0.7729428821534083,0.009526928729858393,0.7729193181247976,0.004036418178410292
PD-252,7,"4,8,16,32,64",SMOTE_LogReg,0.7725754094175147,0.015172529237806582,0.7795562513027324,0.018125113179720917
PD-252,7,"4,8,16,32,64",Subspace_q8,0.77031130320604,0.02083069090131214,0.7673702573950235,0.012428332176125904
PD-252,7,"4,8,16,32,64",Balanced_LogReg,0.7699438304701463,0.013226607934829208,0.7751576499041309,0.014917989382699377
PD-252,7,"4,8,16,32,64",Euclidean_RBF_GSMOTE,0.7674061713535397,0.02405735265217684,0.7579327990466893,0.021288379971512086
PD-252,7,"4,8,16,32,64",Subspace_q64,0.7652505744611007,0.020398294636676074,0.7648555550670884,0.014375563056374944
PD-252,7,"4,8,16,32,64",Fused_Grassmann_GSMOTE,0.7627503009081956,0.020487253701625446,0.7671452157613903,0.015899763941786625
PD-252,7,"4,8,16,32,64",Balanced_LinearSVM,0.7302002407265565,0.020136456593947045,0.7422136897546914,0.024850356833363948
PD-252,7,"8,16,32",Adaptive_Subspace_Fusion,0.7780036108983477,0.010218573805802836,0.7752135151558367,0.0056596178309209376
PD-252,6,"4,8,16,32,64",Subspace_q4,0.8067822883612358,0.03183878887517537,0.7975957313727344,0.030782261906339474
PD-252,6,"4,8,16,32,64",Subspace_q32,0.7985684064631433,0.0317494433536021,0.8051246584281166,0.034728814735746724
PD-252,6,"4,8,16,32,64",Adaptive_Subspace_Fusion,0.7962331764963345,0.03809589342755063,0.794520735310209,0.03959138860285858
PD-252,6,"4,8,16,32,64",Subspace_q8,0.783004158004158,0.03142917768113388,0.7744168455020152,0.03451300463639384
PD-252,6,"4,8,16,32,64",Subspace_q64,0.7777072619177883,0.03888940305654843,0.7845876269926902,0.04200228444588658
PD-252,6,"4,8,16,32,64",Euclidean_RBF_GSMOTE,0.7726693292482766,0.025487529726747376,0.7690193914829819,0.02625537334844778
PD-252,6,"4,8,16,32,64",Fused_Grassmann_GSMOTE,0.7706559798665061,0.04109397710119579,0.7778034561249663,0.044301233673077804
PD-252,6,"4,8,16,32,64",Subspace_q16,0.7639083415399206,0.027621586602392747,0.7630530636063692,0.031519190044699705
PD-252,6,"4,8,16,32,64",Balanced_LogReg,0.7596910675858044,0.02452092604461701,0.7651407129816897,0.02482813641996777
PD-252,6,"4,8,16,32,64",SMOTE_LogReg,0.7519987598934967,0.027922775783774202,0.7576844011775519,0.027271632784132572
PD-252,6,"4,8,16,32,64",Balanced_LinearSVM,0.7384733924207609,0.023942041960786063,0.742293753714671,0.02226169060308456
PD-252,6,"8,16,32",Adaptive_Subspace_Fusion,0.7851971404602984,0.033088609445951066,0.7843213323528987,0.036173538495904864
PD-252,5,"4,8,16,32,64",Subspace_q8,0.7958055221213116,0.023806275110259303,0.7952964340790428,0.03256101393372659
PD-252,5,"4,8,16,32,64",Subspace_q16,0.7957343983659773,0.029207601444248832,0.794048658204216,0.032281906407041726
PD-252,5,"4,8,16,32,64",Subspace_q64,0.793875150454098,0.017874617712505383,0.7950031772503169,0.017446410069894402
PD-252,5,"4,8,16,32,64",Subspace_q4,0.7868056315424736,0.04304849335123878,0.7621816020300025,0.039572881126062866
PD-252,5,"4,8,16,32,64",Adaptive_Subspace_Fusion,0.783622387569756,0.017819851450740352,0.7855869316281214,0.021798784251968566
PD-252,5,"4,8,16,32,64",Subspace_q32,0.780848561111719,0.018291316846283365,0.7812770740665478,0.020153276951581867
PD-252,5,"4,8,16,32,64",Balanced_LogReg,0.7650253492358755,0.028600002296068783,0.773394549046723,0.029666346986906064
PD-252,5,"4,8,16,32,64",Fused_Grassmann_GSMOTE,0.7621913411387096,0.03217833738346579,0.7616481775692303,0.03176671628477893
PD-252,5,"4,8,16,32,64",SMOTE_LogReg,0.7600357442462706,0.027770624913893583,0.7711424227945969,0.029328522706775842
PD-252,5,"4,8,16,32,64",Euclidean_RBF_GSMOTE,0.7568570594886384,0.018948236777688313,0.755456731735378,0.022171475286531035
PD-252,5,"4,8,16,32,64",Balanced_LinearSVM,0.7526397855345224,0.037407930691335314,0.7579701363122415,0.03657746633998823
PD-252,5,"8,16,32",Adaptive_Subspace_Fusion,0.7803497829813619,0.01834050716078865,0.7821674455747194,0.025081236970296593
PD-252,9,"4,8,16,32,64",Subspace_q16,0.8142384287121128,0.028543079427772833,0.8134049270340282,0.0211048635973587
PD-252,9,"4,8,16,32,64",Subspace_q32,0.795783637888901,0.029051187300593556,0.8030929550857087,0.02564053959326157
PD-252,9,"4,8,16,32,64",Subspace_q64,0.7905204799941642,0.024286487011554597,0.7957903963219627,0.021527933629438698
PD-252,9,"4,8,16,32,64",Subspace_q8,0.7772914615019879,0.036815967888754575,0.7727733113861771,0.03043274118978642
PD-252,9,"4,8,16,32,64",Adaptive_Subspace_Fusion,0.7725042856621803,0.029244697138075138,0.7771533065833243,0.024535307177984633
PD-252,9,"4,8,16,32,64",Subspace_q4,0.7721222234380127,0.02887206539952229,0.7555131499342026,0.026447949926268404
PD-252,9,"4,8,16,32,64",Fused_Grassmann_GSMOTE,0.7651794507057665,0.023856319875263328,0.766394671482246,0.020222060073415093
PD-252,9,"4,8,16,32,64",SMOTE_LogReg,0.7614682496261443,0.02553532149928993,0.7678416786826554,0.024487436527583964
PD-252,9,"4,8,16,32,64",Balanced_LogReg,0.7587655469234417,0.027539723729580894,0.7642553737264874,0.027484468727605463
PD-252,9,"4,8,16,32,64",Balanced_LinearSVM,0.7563363971258708,0.032443898328771176,0.7656734208539457,0.033777024462268296
PD-252,9,"4,8,16,32,64",Euclidean_RBF_GSMOTE,0.7518793084582558,0.020745499896787038,0.7460276314486841,0.014632034479097018
PD-252,9,"8,16,32",Adaptive_Subspace_Fusion,0.7828281723018565,0.02825535232832068,0.7879890729313944,0.024305670014204434
PD-252,8,"4,8,16,32,64",Subspace_q8,0.7818534121165701,0.032882445568539594,0.777781085180235,0.03340773292930744
PD-252,8,"4,8,16,32,64",Adaptive_Subspace_Fusion,0.7718030783820258,0.03535268796288848,0.7743690537079146,0.038154044306151
PD-252,8,"4,8,16,32,64",Subspace_q4,0.7635636648794544,0.02822683914677328,0.7565088183735352,0.030390393931525126
PD-252,8,"4,8,16,32,64",Subspace_q16,0.7561449100922786,0.02472086899730977,0.7580401306028866,0.033720098753091336
PD-252,8,"4,8,16,32,64",Subspace_q64,0.7542026844658424,0.015138392010766565,0.7642809450338344,0.02361209240978183
PD-252,8,"4,8,16,32,64",Euclidean_RBF_GSMOTE,0.7538096801254695,0.014169583794158926,0.7449935198913025,0.011259634431136666
PD-252,8,"4,8,16,32,64",Fused_Grassmann_GSMOTE,0.7460462486778277,0.020106101639902382,0.7375896917303704,0.014301168142325418
PD-252,8,"4,8,16,32,64",Subspace_q32,0.7434629974103658,0.017703518617650803,0.7487513205774367,0.027290359088070405
PD-252,8,"4,8,16,32,64",Balanced_LogReg,0.721960827223985,0.019184398053725252,0.7250758177893711,0.02314930615170312
PD-252,8,"4,8,16,32,64",SMOTE_LogReg,0.7065762118393697,0.022732570003210117,0.7121414325253419,0.027427229232788414
PD-252,8,"4,8,16,32,64",Balanced_LinearSVM,0.6937520516467885,0.018292050157197447,0.7025097984127873,0.02413967892449902
PD-252,8,"8,16,32",Adaptive_Subspace_Fusion,0.7745769048400628,0.028374535189998246,0.7793446935483548,0.03453053793364473
PD-252,11,"4,8,16,32,64",Subspace_q32,0.7512638144217092,0.01855998584927895,0.7675351944302644,0.01823363059357149
PD-252,11,"4,8,16,32,64",Adaptive_Subspace_Fusion,0.7430244009191378,0.015630897736253587,0.7505474664946812,0.01790141609847048
PD-252,11,"4,8,16,32,64",Fused_Grassmann_GSMOTE,0.7357706897180581,0.032233261797096575,0.739983116509383,0.03303384635041478
PD-252,11,"4,8,16,32,64",Subspace_q4,0.7299604260130576,0.028578197656931738,0.7214620033254636,0.02610605068334903
PD-252,11,"4,8,16,32,64",Subspace_q64,0.7282580151001203,0.006467836666438834,0.7469486360466286,0.006394582012962965
PD-252,11,"4,8,16,32,64",Euclidean_RBF_GSMOTE,0.7279589305905096,0.018962978043532037,0.7227484334539129,0.01896817858526773
PD-252,11,"4,8,16,32,64",Subspace_q8,0.7224477513951199,0.013445873571353772,0.7301227757749497,0.02021261995923476
PD-252,11,"4,8,16,32,64",Balanced_LogReg,0.7180280482912063,0.023039742132960853,0.7263700415894873,0.02613614492791389
PD-252,11,"4,8,16,32,64",Subspace_q16,0.7176605755553125,0.0068081289545281155,0.7319264489274421,0.013642356780114348
PD-252,11,"4,8,16,32,64",Balanced_LinearSVM,0.7129673195462669,0.028702774627324044,0.7223558980003668,0.030332896825309034
PD-252,11,"4,8,16,32,64",SMOTE_LogReg,0.7103357405988985,0.02728618195949975,0.7176618051733626,0.0270286282668353
PD-252,11,"8,16,32",Adaptive_Subspace_Fusion,0.7357478936426305,0.012522617395481089,0.7489694968396124,0.014897419209616798
PD-252,10,"4,8,16,32,64",Subspace_q32,0.7813956669219827,0.01969672460061517,0.7927857522594366,0.02078395370379945
PD-252,10,"4,8,16,32,64",Subspace_q16,0.7753492358755517,0.021931263937041447,0.7831325071314528,0.02021211614573395
PD-252,10,"4,8,16,32,64",Subspace_q4,0.7740334464018674,0.032903819377203214,0.7595068460289344,0.02503125051084638
PD-252,10,"4,8,16,32,64",Adaptive_Subspace_Fusion,0.7707982273771747,0.022835859819781576,0.7746006493506493,0.019491028490547825
PD-252,10,"4,8,16,32,64",Subspace_q64,0.7703596308859466,0.01960833198617063,0.7797720310253627,0.01368359734613681
PD-252,10,"4,8,16,32,64",SMOTE_LogReg,0.7634505963453332,0.033982716609338284,0.7708303142511255,0.026504537188340505
PD-252,10,"4,8,16,32,64",Balanced_LogReg,0.7608190173979648,0.0319525847629398,0.7666400216574318,0.023437648109499224
PD-252,10,"4,8,16,32,64",Balanced_LinearSVM,0.7583898676003938,0.03832749099743211,0.7672350877249061,0.031292680358372425
PD-252,10,"4,8,16,32,64",Subspace_q8,0.7486778276251961,0.02237675769036769,0.744171116907409,0.023795933452721504
PD-252,10,"4,8,16,32,64",Fused_Grassmann_GSMOTE,0.7395420724368094,0.04077211797573158,0.7370103801726284,0.035129787512372175
PD-252,10,"4,8,16,32,64",Euclidean_RBF_GSMOTE,0.7313737826895721,0.05007147085128059,0.7160808607599767,0.04261028395339816
PD-252,10,"8,16,32",Adaptive_Subspace_Fusion,0.7677280519385782,0.017102798855749706,0.7777898773091398,0.01965064431438428
PD-252,12,"4,8,16,32,64",Balanced_LogReg,0.8019121348068715,0.016325644253759423,0.8086243131391873,0.01993365943035674
PD-252,12,"4,8,16,32,64",Subspace_q8,0.7978079293868768,0.03994462238039648,0.786606988512575,0.03301956460360074
PD-252,12,"4,8,16,32,64",SMOTE_LogReg,0.794219827114564,0.016108629166566406,0.8019933582816877,0.01876505683531109
PD-252,12,"4,8,16,32,64",Adaptive_Subspace_Fusion,0.7932341248130722,0.0400494724236764,0.7938519299045617,0.039343707652132444
PD-252,12,"4,8,16,32,64",Subspace_q32,0.7883758252179305,0.023975189835735874,0.7984052789315947,0.024291810773458426
PD-252,12,"4,8,16,32,64",Subspace_q64,0.7857442462705622,0.013955638071129053,0.7948649946544684,0.01719812865528288
PD-252,12,"4,8,16,32,64",Subspace_q16,0.7807546412809572,0.028654790698173196,0.7914074885681931,0.029128146817001276
PD-252,12,"4,8,16,32,64",Subspace_q4,0.7653517890359997,0.049039932684421826,0.7512772195810605,0.044426909255061785
PD-252,12,"4,8,16,32,64",Fused_Grassmann_GSMOTE,0.758622387569756,0.02858545713044116,0.7648087149826279,0.0317479923822218
PD-252,12,"4,8,16,32,64",Euclidean_RBF_GSMOTE,0.7554437028121239,0.043369108120065086,0.7499220173933645,0.04463751171605596
PD-252,12,"4,8,16,32,64",Balanced_LinearSVM,0.7440812269759637,0.020574591551510136,0.7559840161287023,0.020948841412927584
PD-252,12,"8,16,32",Adaptive_Subspace_Fusion,0.7960681329102381,0.03358036832465593,0.8031696110906636,0.03194645853391906
PD-252,13,"4,8,16,32,64",Euclidean_RBF_GSMOTE,0.7644299157457052,0.022648759875373226,0.7503483674536306,0.021720642130997673
PD-252,13,"4,8,16,32,64",Subspace_q4,0.7595114345114344,0.021327752548459193,0.7467345633931319,0.014721709112845682
PD-252,13,"4,8,16,32,64",Subspace_q16,0.7572810664915928,0.046302121094716694,0.749464650063933,0.0347427389965407
PD-252,13,"4,8,16,32,64",Subspace_q8,0.744693073640442,0.03271809735184092,0.735442003888448,0.02667684466409342
PD-252,13,"4,8,16,32,64",Subspace_q32,0.7446702775650145,0.037528242682153774,0.7432875960543365,0.026532221877700664
PD-252,13,"4,8,16,32,64",Adaptive_Subspace_Fusion,0.7402505744611009,0.02690047221933018,0.7433655422894045,0.018067073542776337
PD-252,13,"4,8,16,32,64",Subspace_q64,0.7342752671700039,0.03817050821278881,0.7329998213693866,0.027915900898742543
PD-252,13,"4,8,16,32,64",Fused_Grassmann_GSMOTE,0.7308640624430098,0.015687128632334124,0.7303818755794401,0.011331055313860772
PD-252,13,"4,8,16,32,64",Balanced_LogReg,0.7290121092752672,0.02035038161131598,0.7285360262415057,0.01532458802712017
PD-252,13,"4,8,16,32,64",SMOTE_LogReg,0.7290121092752672,0.02035038161131598,0.7285360262415057,0.01532458802712017
PD-252,13,"4,8,16,32,64",Balanced_LinearSVM,0.7239513805303279,0.01730129686356035,0.7260110489321014,0.0124190803133861
PD-252,13,"8,16,32",Adaptive_Subspace_Fusion,0.7760094102199366,0.035930576266345875,0.7693701137985107,0.023014694983557703
PD-252,14,"4,8,16,32,64",Adaptive_Subspace_Fusion,0.8104068643542327,0.026928118332093638,0.8036576779651353,0.024027632708747717
PD-252,14,"4,8,16,32,64",Subspace_q32,0.8102646168435642,0.022647990051842218,0.8041091108620002,0.02189132293515192
PD-252,14,"4,8,16,32,64",Subspace_q8,0.7947486960644856,0.02313205449368469,0.7847564818643553,0.01784556871008944
PD-252,14,"4,8,16,32,64",Subspace_q64,0.7942389758179231,0.03137111395048588,0.7908478544476724,0.029771941093040256
PD-252,14,"4,8,16,32,64",Subspace_q16,0.7843536856694752,0.02638961195791132,0.7749740545711784,0.023767300005597406
PD-252,14,"4,8,16,32,64",Fused_Grassmann_GSMOTE,0.7738647554437028,0.034640456622971855,0.7755350971824682,0.031060350232217877
PD-252,14,"4,8,16,32,64",Euclidean_RBF_GSMOTE,0.7704125177809388,0.04495469134511766,0.7582904397470951,0.049147323768143535
PD-252,14,"4,8,16,32,64",Subspace_q4,0.7694979392347813,0.03924227189178937,0.7466912421376859,0.033308389426144946
PD-252,14,"4,8,16,32,64",Balanced_LogReg,0.7629709669183353,0.03861067220015585,0.75989194701336,0.027447451455411984
PD-252,14,"4,8,16,32,64",SMOTE_LogReg,0.7606129408760988,0.04010778287999391,0.7610542110421086,0.02879196533101315
PD-252,14,"4,8,16,32,64",Balanced_LinearSVM,0.7555522121311594,0.028945269190166663,0.7630622001794263,0.026710247551673276
PD-252,14,"8,16,32",Adaptive_Subspace_Fusion,0.789616843564212,0.023102810224023218,0.7845225866213978,0.024999247922926522
PD-252,15,"4,8,16,32,64",Subspace_q16,0.8027036145457199,0.03552606384458299,0.7997681240772481,0.023073728740460105
PD-252,15,"4,8,16,32,64",Subspace_q32,0.799775686617792,0.04164170686951279,0.8028713217739127,0.035383880394635636
PD-252,15,"4,8,16,32,64",Adaptive_Subspace_Fusion,0.7916675785096838,0.03851107625274129,0.7894316948735274,0.02978386771092414
PD-252,15,"4,8,16,32,64",Subspace_q64,0.7893095524674474,0.04367554369993367,0.7902088329787007,0.03488013351510277
PD-252,15,"4,8,16,32,64",Balanced_LogReg,0.7718632600211548,0.03187240668485189,0.7769274552607887,0.02505927133863752
PD-252,15,"4,8,16,32,64",SMOTE_LogReg,0.7691605573184521,0.03320493654611739,0.773313819422772,0.027851703739555148
PD-252,15,"4,8,16,32,64",Balanced_LinearSVM,0.7668736550315498,0.03445801646801391,0.7740812024145358,0.027242564734037574
PD-252,15,"4,8,16,32,64",Subspace_q4,0.7661469161469161,0.0201778676139153,0.746452275672425,0.010841376097097432
PD-252,15,"4,8,16,32,64",Subspace_q8,0.7577798446219499,0.035817019073138764,0.7542905287854136,0.03075299102030596
PD-252,15,"4,8,16,32,64",Fused_Grassmann_GSMOTE,0.7523625852573221,0.04495221348631458,0.74919416451167,0.03743993832653834
PD-252,15,"4,8,16,32,64",Euclidean_RBF_GSMOTE,0.749682678630047,0.033913612163388424,0.737728462112363,0.027251131148138156
PD-252,15,"8,16,32",Adaptive_Subspace_Fusion,0.7942991574570522,0.04213004144510721,0.7921517400401468,0.03098797150023322
PD-252,17,"4,8,16,32,64",Subspace_q16,0.7848296677244047,0.026610294614730808,0.7849662111366538,0.015386653544513282
PD-252,17,"4,8,16,32,64",Subspace_q64,0.7670159025422183,0.023698486463417736,0.7747531304124701,0.016197404275585848
PD-252,17,"4,8,16,32,64",Adaptive_Subspace_Fusion,0.7640396469343838,0.03389790426681446,0.7639671073149333,0.02537411942457365
PD-252,17,"4,8,16,32,64",Subspace_q8,0.7586342415289784,0.039619228635500076,0.7553093316200742,0.03185923417437308
PD-252,17,"4,8,16,32,64",Subspace_q32,0.7566920159025423,0.025802439207680893,0.76352830882056,0.018066127293393405
PD-252,17,"4,8,16,32,64",Subspace_q4,0.7405578655578655,0.02317709004359879,0.7346807597951763,0.017859059260859424
PD-252,17,"4,8,16,32,64",Fused_Grassmann_GSMOTE,0.7404639457271036,0.03454073425641959,0.7435390106444505,0.03000282277838614
PD-252,17,"4,8,16,32,64",Euclidean_RBF_GSMOTE,0.7322245322245322,0.03993623904989392,0.7266725316227707,0.03581206990799259
PD-252,17,"4,8,16,32,64",Balanced_LogReg,0.7225790567895831,0.042637115911971286,0.7279757237590332,0.03280125382896731
PD-252,17,"4,8,16,32,64",SMOTE_LogReg,0.7198763540868806,0.043019570686036075,0.7239502134044089,0.03302368859209127
PD-252,17,"4,8,16,32,64",Balanced_LinearSVM,0.7052038880986249,0.04006495564317968,0.7090749233005246,0.033029452969226505
PD-252,17,"8,16,32",Adaptive_Subspace_Fusion,0.7744346573293942,0.030655522812764437,0.774608440377319,0.021419803086219973
PD-252,16,"4,8,16,32,64",Subspace_q8,0.7851488127803917,0.0461436842438896,0.7620926522200053,0.0376720031733458
PD-252,16,"4,8,16,32,64",Subspace_q16,0.7799941642046905,0.034892934105791015,0.7759422762683632,0.030687967050242494
PD-252,16,"4,8,16,32,64",Subspace_q32,0.7775650144071197,0.03373690221297367,0.7776909261909262,0.02869457737133589
PD-252,16,"4,8,16,32,64",Euclidean_RBF_GSMOTE,0.7751586606849764,0.035074308116852256,0.7719775507029512,0.03425844594081976
PD-252,16,"4,8,16,32,64",Adaptive_Subspace_Fusion,0.7666001021264179,0.03276179593385397,0.7670119020737454,0.027648467618212855
PD-252,16,"4,8,16,32,64",Subspace_q64,0.7641709523288471,0.04115956604701611,0.7658383789247657,0.037059481514381085
PD-252,16,"4,8,16,32,64",Fused_Grassmann_GSMOTE,0.76282142466353,0.03902092382860311,0.7672368255279649,0.038808605961550224
PD-252,16,"4,8,16,32,64",Subspace_q4,0.7506200532516323,0.018771957856444813,0.7376025137988285,0.022971641250955886
PD-252,16,"4,8,16,32,64",Balanced_LogReg,0.7407493525914579,0.03678300950999948,0.7452803375714768,0.03596600219100875
PD-252,16,"4,8,16,32,64",SMOTE_LogReg,0.7303543421964475,0.027431688978390382,0.7356290629202022,0.029277524450288875
PD-252,16,"4,8,16,32,64",Balanced_LinearSVM,0.7234453076558339,0.028067810542357075,0.728096254491215,0.026412832260708605
PD-252,16,"8,16,32",Adaptive_Subspace_Fusion,0.7933882262829631,0.03440311996358477,0.7834692213688026,0.02679051699067905
PD-252,18,"4,8,16,32,64",Subspace_q16,0.8091138709559763,0.04890296214379621,0.8043170886328781,0.04059696297392959
PD-252,18,"4,8,16,32,64",Subspace_q32,0.7946438341175185,0.0495547207250563,0.8009447417136204,0.04439571074744679
PD-252,18,"4,8,16,32,64",Adaptive_Subspace_Fusion,0.7846162964584017,0.015810958888240297,0.7886384403965513,0.017434003321905735
PD-252,18,"4,8,16,32,64",Subspace_q64,0.7813920195499143,0.042351152131590485,0.7910157891197199,0.0368634048323298
PD-252,18,"4,8,16,32,64",Subspace_q4,0.7792446292446291,0.0212125407096913,0.7643861390727062,0.02702952411862814
PD-252,18,"4,8,16,32,64",Subspace_q8,0.7755106320895794,0.031143221804786462,0.7712790010506243,0.024211775828663552
