cohort,partition_seed,variant,method,balanced_accuracy,balanced_accuracy_se,macro_f1,macro_f1_se
PD-252,14,with_gender,Euclidean_RBF_GSMOTE,0.7704125177809388,0.04495469134511766,0.7582904397470951,0.049147323768143535
PD-252,14,with_gender,Fused_Grassmann_GSMOTE,0.7738647554437028,0.034640456622971855,0.7755350971824682,0.031060350232217877
PD-252,14,with_gender,PLS_DA,0.7682341248130722,0.038954114308700015,0.7678034167847583,0.027621290853526187
PD-252,14,with_gender,SMOTE_LogReg,0.7606129408760988,0.04010778287999391,0.7610542110421086,0.02879196533101315
PD-252,14,without_gender,Adaptive_Subspace_Fusion,0.7812835102308786,0.029474839475655476,0.7772353467826705,0.029862146366610148
PD-252,14,without_gender,Balanced_LinearSVM,0.7528495094284567,0.028481513851799457,0.7587282427562241,0.025436941746302167
PD-252,14,without_gender,Balanced_LogReg,0.7603393879709669,0.036610303366820134,0.7559031756756565,0.024776847869279885
PD-252,14,without_gender,Balanced_RandomForest,0.6618384578910894,0.02748203138288235,0.6836738078518396,0.0318263820020104
PD-252,14,without_gender,Euclidean_RBF_GSMOTE,0.7576594813436919,0.04323845787919112,0.7484095338319666,0.043543440629810366
PD-252,14,without_gender,Fused_Grassmann_GSMOTE,0.7558485611117189,0.030663729110087187,0.7574156916281297,0.024497495405679064
PD-252,14,without_gender,PLS_DA,0.7682341248130722,0.038954114308700015,0.7678034167847583,0.027621290853526187
PD-252,14,without_gender,SMOTE_LogReg,0.7683052485684064,0.04349369935812812,0.766709478293975,0.03130204052830913
PD-252,15,with_gender,Adaptive_Subspace_Fusion,0.7942991574570522,0.04213004144510721,0.7921517400401468,0.03098797150023322
PD-252,15,with_gender,Balanced_LinearSVM,0.7668736550315498,0.03445801646801391,0.7740812024145358,0.027242564734037574
PD-252,15,with_gender,Balanced_LogReg,0.7718632600211548,0.03187240668485189,0.7769274552607887,0.02505927133863752
PD-252,15,with_gender,Balanced_RandomForest,0.6664605901448006,0.03416330469463138,0.689832111861021,0.03795403995086285
PD-252,15,with_gender,Euclidean_RBF_GSMOTE,0.749682678630047,0.033913612163388424,0.737728462112363,0.027251131148138156
PD-252,15,with_gender,Fused_Grassmann_GSMOTE,0.7523625852573221,0.04495221348631458,0.74919416451167,0.03743993832653834
PD-252,15,with_gender,PLS_DA,0.7359548820075137,0.02943328947715572,0.7187258063225901,0.024970576146745672
PD-252,15,with_gender,SMOTE_LogReg,0.7691605573184521,0.03320493654611739,0.773313819422772,0.027851703739555148
PD-252,15,without_gender,Adaptive_Subspace_Fusion,0.7915253309990151,0.04107604876629477,0.7881713864602669,0.03052777378741422
PD-252,15,without_gender,Balanced_LinearSVM,0.7668736550315498,0.03445801646801391,0.7740812024145358,0.027242564734037574
PD-252,15,without_gender,Balanced_LogReg,0.7691605573184521,0.03320493654611739,0.773313819422772,0.027851703739555148
PD-252,15,without_gender,Balanced_RandomForest,0.6478033701717912,0.02709479191559288,0.6655358893766539,0.03181405157465701
PD-252,15,without_gender,Euclidean_RBF_GSMOTE,0.7446219498851078,0.034691110355757386,0.7364582791200783,0.030989398930228527
PD-252,15,without_gender,Fused_Grassmann_GSMOTE,0.7418964511069774,0.043856343700016315,0.7404161879414703,0.03877440164834826
PD-252,15,without_gender,PLS_DA,0.7358837582521793,0.025900197483350904,0.7183937400718703,0.020628630044933125
PD-252,15,without_gender,SMOTE_LogReg,0.7718632600211548,0.03187240668485189,0.7769274552607887,0.02505927133863752
PD-252,16,with_gender,Adaptive_Subspace_Fusion,0.7933882262829631,0.03440311996358477,0.7834692213688026,0.02679051699067905
PD-252,16,with_gender,Balanced_LinearSVM,0.7234453076558339,0.028067810542357075,0.728096254491215,0.026412832260708605
PD-252,16,with_gender,Balanced_LogReg,0.7407493525914579,0.03678300950999948,0.7452803375714768,0.03596600219100875
PD-252,16,with_gender,Balanced_RandomForest,0.6714501951344056,0.03881437808453508,0.6891026761753456,0.05010970046239026
PD-252,16,with_gender,Euclidean_RBF_GSMOTE,0.7751586606849764,0.035074308116852256,0.7719775507029512,0.03425844594081976
PD-252,16,with_gender,Fused_Grassmann_GSMOTE,0.76282142466353,0.03902092382860311,0.7672368255279649,0.038808605961550224
PD-252,16,with_gender,PLS_DA,0.7211812014443593,0.02596275548474632,0.718400669691809,0.02016717067733311
PD-252,16,with_gender,SMOTE_LogReg,0.7303543421964475,0.027431688978390382,0.7356290629202022,0.029277524450288875
PD-252,16,without_gender,Adaptive_Subspace_Fusion,0.7852573220994273,0.03798233918803908,0.785099949644467,0.03628398870317965
PD-252,16,without_gender,Balanced_LinearSVM,0.728779589305905,0.028422785798968196,0.7360165168705851,0.02705035651495163
PD-252,16,without_gender,Balanced_LogReg,0.7380466498887552,0.0383131573696544,0.7418738835215065,0.038245393219564876
PD-252,16,without_gender,Balanced_RandomForest,0.6339935076777182,0.03921930113477545,0.6402799862723187,0.04959641264547153
PD-252,16,without_gender,Euclidean_RBF_GSMOTE,0.7542373345004924,0.038625856770348056,0.745620238989103,0.037447628335109846
PD-252,16,without_gender,Fused_Grassmann_GSMOTE,0.76282142466353,0.03902092382860311,0.7672368255279649,0.038808605961550224
PD-252,16,without_gender,PLS_DA,0.7211812014443593,0.02596275548474632,0.718400669691809,0.02016717067733311
PD-252,16,without_gender,SMOTE_LogReg,0.7463799832220884,0.032172678133734436,0.7491161829702514,0.03345889169439965
PD-252,17,with_gender,Adaptive_Subspace_Fusion,0.7744346573293942,0.030655522812764437,0.774608440377319,0.021419803086219973
PD-252,17,with_gender,Balanced_LinearSVM,0.7052038880986249,0.04006495564317968,0.7090749233005246,0.033029452969226505
PD-252,17,with_gender,Balanced_LogReg,0.7225790567895831,0.042637115911971286,0.7279757237590332,0.03280125382896731
PD-252,17,with_gender,Balanced_RandomForest,0.6585658533026953,0.023001866206088108,0.6794219977382567,0.02565589989735049
PD-252,17,with_gender,Euclidean_RBF_GSMOTE,0.7322245322245322,0.03993623904989392,0.7266725316227707,0.03581206990799259
PD-252,17,with_gender,Fused_Grassmann_GSMOTE,0.7404639457271036,0.03454073425641959,0.7435390106444505,0.03000282277838614
PD-252,17,with_gender,PLS_DA,0.7200186015975489,0.0355737752282935,0.7231116980887665,0.02198728742480986
PD-252,17,with_gender,SMOTE_LogReg,0.7198763540868806,0.043019570686036075,0.7239502134044089,0.03302368859209127
PD-252,17,without_gender,Adaptive_Subspace_Fusion,0.7589789181894446,0.03260522053530547,0.7601672031930755,0.021556932841017635
PD-252,17,without_gender,Balanced_LinearSVM,0.7155277747383011,0.04697580200094792,0.7187806200675398,0.038368899841217566
PD-252,17,without_gender,Balanced_LogReg,0.7334728453149506,0.04508906375520114,0.739446842585861,0.03675334604760717
PD-252,17,without_gender,Balanced_RandomForest,0.6588394062078272,0.01254153460182786,0.6861680695782425,0.016368229322401884
PD-252,17,without_gender,Euclidean_RBF_GSMOTE,0.7348561111719005,0.03878177451924043,0.7302163912718935,0.03413372788825083
PD-252,17,without_gender,Fused_Grassmann_GSMOTE,0.7481562534194113,0.03790119638022146,0.7493719839783914,0.033094046127741215
PD-252,17,without_gender,PLS_DA,0.7200186015975489,0.0355737752282935,0.7231116980887665,0.02198728742480986
PD-252,17,without_gender,SMOTE_LogReg,0.7281385636648794,0.04345818794473468,0.7315036328611488,0.03448972273827877
PD-252,18,with_gender,Adaptive_Subspace_Fusion,0.7886685268264215,0.04661294416291948,0.7922742067673575,0.04375687032889968
PD-252,18,with_gender,Balanced_LinearSVM,0.7252106357369517,0.03332037591425124,0.7414344727739899,0.03798180804561442
PD-252,18,with_gender,Balanced_LogReg,0.7429532771638035,0.019650092914507467,0.7518226640580165,0.02372763019599584
PD-252,18,with_gender,Balanced_RandomForest,0.6153362877047087,0.03969661316360364,0.6204202400201643,0.04971366917669282
PD-252,18,with_gender,Euclidean_RBF_GSMOTE,0.7332293832293832,0.03900401800342208,0.7233342543909261,0.034777276464798404
PD-252,18,with_gender,Fused_Grassmann_GSMOTE,0.7416001021264179,0.039107520471657026,0.7452530464614469,0.03671268304372282
PD-252,18,with_gender,PLS_DA,0.7368585184374659,0.03214080823040261,0.7333571695455182,0.033029535811866476
PD-252,18,with_gender,SMOTE_LogReg,0.7482164350585403,0.019333211793540025,0.7590684794504703,0.0205744810695432
PD-252,18,without_gender,Adaptive_Subspace_Fusion,0.7866068497647445,0.035515962050500144,0.7906959728423143,0.031201908354467147
PD-252,18,without_gender,Balanced_LinearSVM,0.7432979538242697,0.043079977070669684,0.7584832166295581,0.045851573243530216
PD-252,18,without_gender,Balanced_LogReg,0.7506455848561112,0.02329103170959183,0.7583214985568509,0.026522833130993684
PD-252,18,without_gender,Balanced_RandomForest,0.6230285953970165,0.038532122601322584,0.6297938277692126,0.04940932051312003
PD-252,18,without_gender,Euclidean_RBF_GSMOTE,0.7435532698690593,0.039446399848098994,0.7335812227283519,0.03542448323760657
PD-252,18,without_gender,Fused_Grassmann_GSMOTE,0.7310737863369443,0.036500697112612605,0.7294039922025963,0.03297926749385166
PD-252,18,without_gender,PLS_DA,0.7368585184374659,0.03214080823040261,0.7333571695455182,0.033029535811866476
PD-252,18,without_gender,SMOTE_LogReg,0.7378925484188642,0.018578026088710505,0.7484682441610908,0.020894224035106768
PD-252,19,with_gender,Adaptive_Subspace_Fusion,0.8127575956523325,0.0339000851419905,0.8039959607767827,0.028539090510384668
PD-252,19,with_gender,Balanced_LinearSVM,0.7386758215705584,0.02971371187784648,0.7470440098662745,0.027373969233916034
PD-252,19,with_gender,Balanced_LogReg,0.7487261553051027,0.026302821962625393,0.7526708377367938,0.023715760411353322
PD-252,19,with_gender,Balanced_RandomForest,0.6298582995951417,0.016066996855130158,0.6487244091981449,0.020897171680638482
PD-252,19,with_gender,Euclidean_RBF_GSMOTE,0.7738911988911988,0.03249677491736622,0.7613725347358444,0.026294683358721736
PD-252,19,with_gender,Fused_Grassmann_GSMOTE,0.7430280482912061,0.030786602333374855,0.7461215535895327,0.025320799672746787
PD-252,19,with_gender,PLS_DA,0.7520097020097021,0.018479054230863046,0.754148153905591,0.024266861327648707
PD-252,19,with_gender,SMOTE_LogReg,0.7539181894445052,0.024436966602141445,0.7608115912269471,0.022484927692174327
PD-252,19,without_gender,Adaptive_Subspace_Fusion,0.7810509902615166,0.03988475710735855,0.7848368728895045,0.03715735807542743
PD-252,19,without_gender,Balanced_LinearSVM,0.7412362767625925,0.029051179873589104,0.7512692067914963,0.02754015420047691
PD-252,19,without_gender,Balanced_LogReg,0.7590500419447788,0.03208825437960863,0.76299472437647,0.029662985195264262
PD-252,19,without_gender,Balanced_RandomForest,0.6298582995951417,0.020151361790846867,0.6474531565110235,0.027808906159936454
PD-252,19,without_gender,Euclidean_RBF_GSMOTE,0.7688304701462597,0.031111897419261986,0.7594592275593793,0.025596153997806414
PD-252,19,without_gender,Fused_Grassmann_GSMOTE,0.7456596272385747,0.0332176755617082,0.7487481310959572,0.026893644837646113
PD-252,19,without_gender,PLS_DA,0.7436763686763687,0.022597962675675622,0.7477155961031702,0.028226868700144875
PD-252,19,without_gender,SMOTE_LogReg,0.7566208921472078,0.025913678655054447,0.7648395906410562,0.023735144261683116
PD-252,42,with_gender,Adaptive_Subspace_Fusion,0.8163110478899952,0.03996338723816011,0.8105297284536569,0.03394265348356816
PD-252,42,with_gender,Balanced_LinearSVM,0.7337463982200825,0.042845958316359685,0.7467117942018009,0.042823929477078665
PD-252,42,with_gender,Balanced_LogReg,0.7694450523397893,0.026761128980703545,0.7737082220560482,0.023320361952897845
PD-252,42,with_gender,Balanced_RandomForest,0.6708802932487143,0.03696204136559798,0.6957564996492164,0.04233457477573194
PD-252,42,with_gender,Euclidean_RBF_GSMOTE,0.7660529963161543,0.035237802828856815,0.7572811811232864,0.028488500557168287
PD-252,42,with_gender,Fused_Grassmann_GSMOTE,0.7819847175110333,0.034602949146813375,0.7814457956347989,0.02808937824715298
PD-252,42,with_gender,PLS_DA,0.7465331728489624,0.05096352418399154,0.7439777072776946,0.050416972905131294
PD-252,42,with_gender,SMOTE_LogReg,0.7773397891818945,0.028052832919452205,0.785917336317794,0.02475628653738086
PD-252,42,without_gender,Adaptive_Subspace_Fusion,0.7984261589524747,0.028560670562952736,0.8006475519258002,0.02038078204389616
PD-252,42,without_gender,Balanced_LinearSVM,0.7337463982200825,0.042845958316359685,0.7467117942018009,0.042823929477078665
PD-252,42,without_gender,Balanced_LogReg,0.7720766312871576,0.0280723715780145,0.7778312021790283,0.024928016818601576
PD-252,42,without_gender,Balanced_RandomForest,0.6581983805668016,0.02970505517702396,0.6831342175424387,0.03526780566096998
PD-252,42,without_gender,Euclidean_RBF_GSMOTE,0.7581582594740489,0.040178321263963826,0.7464581265404249,0.03567869961701257
PD-252,42,without_gender,Fused_Grassmann_GSMOTE,0.7717319546266915,0.03454273793503448,0.770765314407407,0.02754553251239567
PD-252,42,without_gender,PLS_DA,0.7465331728489624,0.05096352418399154,0.7439777072776946,0.050416972905131294
PD-252,42,without_gender,SMOTE_LogReg,0.7824005179268337,0.026629943805305957,0.7886777338150336,0.024377151022035377
UCI-489,0,with_gender,Adaptive_Subspace_Fusion,0.825,0.036443449342783124,0.8205626245099928,0.03844057341446906
UCI-489,0,with_gender,Balanced_LinearSVM,0.8,0.03061862178478973,0.7976975621557665,0.03045262037087398
UCI-489,0,with_gender,Balanced_LogReg,0.8375,0.04238956239453292,0.833921568627451,0.04416293971348454
UCI-489,0,with_gender,Balanced_RandomForest,0.8125,0.03423265984407288,0.8115639589168999,0.0342768111939006
UCI-489,0,with_gender,Euclidean_RBF_GSMOTE,0.8375,0.04238956239453292,0.8334104302989752,0.04449380151130017
UCI-489,0,with_gender,Fused_Grassmann_GSMOTE,0.825,0.036443449342783124,0.8205626245099928,0.03844057341446906
UCI-489,0,with_gender,PLS_DA,0.8625,0.012499999999999999,0.8615592903828198,0.012456549616279799
UCI-489,0,with_gender,SMOTE_LogReg,0.8375,0.04238956239453292,0.833921568627451,0.04416293971348454
UCI-489,0,without_gender,Adaptive_Subspace_Fusion,0.8375,0.01530931089239486,0.8366619981325865,0.015249642766956987
UCI-489,0,without_gender,Balanced_LinearSVM,0.7625,0.045927932677184584,0.7579348068512155,0.04594856877361891
UCI-489,0,without_gender,Balanced_LogReg,0.8,0.036443449342783124,0.7942615210726666,0.037355081779394436
UCI-489,0,without_gender,Balanced_RandomForest,0.825,0.036443449342783124,0.8242110177404296,0.03655293848445684
UCI-489,0,without_gender,Euclidean_RBF_GSMOTE,0.8375,0.01530931089239486,0.8366619981325865,0.015249642766956987
UCI-489,0,without_gender,Fused_Grassmann_GSMOTE,0.8375,0.01530931089239486,0.8366619981325865,0.015249642766956987
UCI-489,0,without_gender,PLS_DA,0.8625,0.012499999999999999,0.8611624649859945,0.01235541546345892
UCI-489,0,without_gender,SMOTE_LogReg,0.8,0.036443449342783124,0.7942615210726666,0.037355081779394436
UCI-489,1,with_gender,Adaptive_Subspace_Fusion,0.875,0.04419417382415922,0.8740102707749766,0.04479245916011863
UCI-489,1,with_gender,Balanced_LinearSVM,0.7375,0.0723489806424389,0.7354715219421102,0.07362610748059897
UCI-489,1,with_gender,Balanced_LogReg,0.7875,0.050775240028974745,0.7861671335200746,0.0511305749107449
UCI-489,1,with_gender,Balanced_RandomForest,0.8375,0.0318688719599549,0.8367600373482726,0.031773055175965646
UCI-489,1,with_gender,Euclidean_RBF_GSMOTE,0.8875,0.04145780987944249,0.8866573295985061,0.04210345394556478
UCI-489,1,with_gender,Fused_Grassmann_GSMOTE,0.875,0.04419417382415922,0.8740102707749766,0.04479245916011863
UCI-489,1,with_gender,PLS_DA,0.825,0.045927932677184584,0.8239122315592905,0.0458672304409245
UCI-489,1,with_gender,SMOTE_LogReg,0.7875,0.050775240028974745,0.7861671335200746,0.0511305749107449
UCI-489,1,without_gender,Adaptive_Subspace_Fusion,0.8375,0.04238956239453292,0.8362651727357608,0.04242500748018107
UCI-489,1,without_gender,Balanced_LinearSVM,0.7,0.023385358667337132,0.6967320261437908,0.023573832064327917
UCI-489,1,without_gender,Balanced_LogReg,0.8,0.057282196186948,0.7986181139122316,0.057640183403503235
UCI-489,1,without_gender,Balanced_RandomForest,0.825,0.036443449342783124,0.8244070961718022,0.03628367567607704
UCI-489,1,without_gender,Euclidean_RBF_GSMOTE,0.85,0.04238956239453292,0.8489122315592905,0.04248411389954768
UCI-489,1,without_gender,Fused_Grassmann_GSMOTE,0.8375,0.04238956239453292,0.8362651727357608,0.04242500748018107
UCI-489,1,without_gender,PLS_DA,0.825,0.045927932677184584,0.8239122315592905,0.0458672304409245
UCI-489,1,without_gender,SMOTE_LogReg,0.8,0.057282196186948,0.7986181139122316,0.057640183403503235
UCI-489,2,with_gender,Adaptive_Subspace_Fusion,0.85,0.024999999999999998,0.8491129785247432,0.02502501492524027
UCI-489,2,with_gender,Balanced_LinearSVM,0.825,0.0637377439199098,0.8234126984126984,0.06459849442896708
UCI-489,2,with_gender,Balanced_LogReg,0.8125,0.052291251658379716,0.8119607843137254,0.05243805961433811
UCI-489,2,with_gender,Balanced_RandomForest,0.8375,0.0318688719599549,0.8367600373482726,0.031773055175965646
UCI-489,2,with_gender,Euclidean_RBF_GSMOTE,0.875,0.02795084971874737,0.8746078431372549,0.028060632161053856
UCI-489,2,with_gender,Fused_Grassmann_GSMOTE,0.85,0.024999999999999998,0.8491129785247432,0.02502501492524027
UCI-489,2,with_gender,PLS_DA,0.8,0.053764532919016415,0.7978197945845005,0.05487936157938222
UCI-489,2,with_gender,SMOTE_LogReg,0.8125,0.052291251658379716,0.8119607843137254,0.05243805961433811
UCI-489,2,without_gender,Adaptive_Subspace_Fusion,0.875,0.03423265984407288,0.8743090569561158,0.034368557281860355
UCI-489,2,without_gender,Balanced_LinearSVM,0.7375,0.012499999999999999,0.7356676003734828,0.012380112650078457
UCI-489,2,without_gender,Balanced_LogReg,0.825,0.036443449342783124,0.8248039215686275,0.03641850064929202
UCI-489,2,without_gender,Balanced_RandomForest,0.8375,0.0318688719599549,0.8367600373482726,0.031773055175965646
UCI-489,2,without_gender,Euclidean_RBF_GSMOTE,0.8625,0.041457809879442496,0.8619561157796453,0.041474042848668825
UCI-489,2,without_gender,Fused_Grassmann_GSMOTE,0.875,0.03423265984407288,0.8743090569561158,0.034368557281860355
UCI-489,2,without_gender,PLS_DA,0.8375,0.05796011559684814,0.8360644257703083,0.059026169903972484
UCI-489,2,without_gender,SMOTE_LogReg,0.825,0.036443449342783124,0.8248039215686275,0.03641850064929202
UCI-489,3,with_gender,Adaptive_Subspace_Fusion,0.825,0.023385358667337132,0.8234865444153371,0.023624612027723854
UCI-489,3,with_gender,Balanced_LinearSVM,0.7375,0.06373774391990981,0.7289149154938628,0.0679791739448064
UCI-489,3,with_gender,Balanced_LogReg,0.8,0.012499999999999999,0.7948590934349449,0.015426683318142825
UCI-489,3,with_gender,Balanced_RandomForest,0.7875,0.04238956239453292,0.7844336898052069,0.04368327057463945
UCI-489,3,with_gender,Euclidean_RBF_GSMOTE,0.875,0.02795084971874737,0.8733885051996507,0.0287610739189366
UCI-489,3,with_gender,Fused_Grassmann_GSMOTE,0.825,0.023385358667337132,0.8234865444153371,0.023624612027723854
UCI-489,3,with_gender,PLS_DA,0.8375,0.024999999999999994,0.835643407160435,0.025430294004706054
UCI-489,3,with_gender,SMOTE_LogReg,0.8,0.012499999999999999,0.7948590934349449,0.015426683318142825
UCI-489,3,without_gender,Adaptive_Subspace_Fusion,0.85,0.0318688719599549,0.8490102707749767,0.03250373489767144
UCI-489,3,without_gender,Balanced_LinearSVM,0.775,0.046770717334674264,0.7662698412698413,0.05109410147801113
UCI-489,3,without_gender,Balanced_LogReg,0.8,0.012499999999999999,0.7973987759746274,0.01289591393679622
UCI-489,3,without_gender,Balanced_RandomForest,0.7875,0.050775240028974745,0.7841349036240678,0.052153312811429264
UCI-489,3,without_gender,Euclidean_RBF_GSMOTE,0.85,0.0318688719599549,0.8490102707749767,0.03250373489767144
UCI-489,3,without_gender,Fused_Grassmann_GSMOTE,0.85,0.0318688719599549,0.8490102707749767,0.03250373489767144
UCI-489,3,without_gender,PLS_DA,0.8,0.012499999999999999,0.7981924267682782,0.012105814132337057
UCI-489,3,without_gender,SMOTE_LogReg,0.8,0.012499999999999999,0.7973987759746274,0.01289591393679622
UCI-489,4,with_gender,Adaptive_Subspace_Fusion,0.8125,0.02795084971874737,0.8111624649859944,0.028181816238784685
UCI-489,4,with_gender,Balanced_LinearSVM,0.825,0.023385358667337132,0.8230897190185116,0.02341065655057381
UCI-489,4,with_gender,Balanced_LogReg,0.85,0.024999999999999998,0.8495098039215685,0.025122728358996423
UCI-489,4,with_gender,Balanced_RandomForest,0.8,0.036443449342783124,0.797594854406,0.036809823646451904
UCI-489,4,with_gender,Euclidean_RBF_GSMOTE,0.8375,0.024999999999999998,0.8353399524452156,0.02507508787419188
UCI-489,4,with_gender,Fused_Grassmann_GSMOTE,0.8125,0.02795084971874737,0.8111624649859944,0.028181816238784685
UCI-489,4,with_gender,PLS_DA,0.8375,0.0318688719599549,0.8363632119514472,0.03243599947628686
UCI-489,4,with_gender,SMOTE_LogReg,0.85,0.024999999999999998,0.8495098039215685,0.025122728358996423
UCI-489,4,without_gender,Adaptive_Subspace_Fusion,0.8375,0.0375,0.8362605042016806,0.03783759865273961
UCI-489,4,without_gender,Balanced_LinearSVM,0.7375,0.023385358667337132,0.7352754435107377,0.023328294359297116
UCI-489,4,without_gender,Balanced_LogReg,0.8,0.036443449342783124,0.7992110177404295,0.036417784578470114
UCI-489,4,without_gender,Balanced_RandomForest,0.8125,0.04419417382415922,0.8100458347981568,0.0446304268927627
UCI-489,4,without_gender,Euclidean_RBF_GSMOTE,0.85,0.04238956239453292,0.849108309990663,0.04281194816299286
UCI-489,4,without_gender,Fused_Grassmann_GSMOTE,0.8375,0.0375,0.8362605042016806,0.03783759865273961
UCI-489,4,without_gender,PLS_DA,0.8125,0.01976423537605237,0.811265172735761,0.02039396573259368
UCI-489,4,without_gender,SMOTE_LogReg,0.8,0.036443449342783124,0.7992110177404295,0.036417784578470114
UCI-489,5,with_gender,Adaptive_Subspace_Fusion,0.8625,0.0637377439199098,0.8608636788048554,0.0648139849911141
UCI-489,5,with_gender,Balanced_LinearSVM,0.85,0.0318688719599549,0.8490102707749767,0.03250373489767144
UCI-489,5,with_gender,Balanced_LogReg,0.85,0.04238956239453292,0.8491083099906629,0.042811948162992865
UCI-489,5,with_gender,Balanced_RandomForest,0.8,0.03061862178478972,0.799313725490196,0.030798828849746142
UCI-489,5,with_gender,Euclidean_RBF_GSMOTE,0.85,0.06123724356957944,0.8484126984126984,0.06229210826686283
UCI-489,5,with_gender,Fused_Grassmann_GSMOTE,0.8625,0.0637377439199098,0.8608636788048554,0.0648139849911141
UCI-489,5,with_gender,PLS_DA,0.8375,0.04238956239453292,0.8370588235294119,0.04259930840411655
UCI-489,5,with_gender,SMOTE_LogReg,0.85,0.04238956239453292,0.8491083099906629,0.042811948162992865
UCI-489,5,without_gender,Adaptive_Subspace_Fusion,0.8375,0.04238956239453292,0.8366619981325865,0.04251271028410349
UCI-489,5,without_gender,Balanced_LinearSVM,0.7875,0.024999999999999998,0.7865592903828198,0.025271245879272975
UCI-489,5,without_gender,Balanced_LogReg,0.8125,0.03423265984407288,0.8119607843137254,0.034456495702797144
UCI-489,5,without_gender,Balanced_RandomForest,0.8125,0.03952847075210474,0.8117647058823529,0.0396834843628973
UCI-489,5,without_gender,Euclidean_RBF_GSMOTE,0.825,0.041457809879442496,0.8244117647058824,0.04165005435850148
UCI-489,5,without_gender,Fused_Grassmann_GSMOTE,0.8375,0.04238956239453292,0.8366619981325865,0.04251271028410349
UCI-489,5,without_gender,PLS_DA,0.8125,0.052291251658379716,0.8119607843137254,0.05255500953569691
UCI-489,5,without_gender,SMOTE_LogReg,0.8125,0.03423265984407288,0.8119607843137254,0.034456495702797144
UCI-489,6,with_gender,Adaptive_Subspace_Fusion,0.8625,0.036443449342783124,0.8610355640231802,0.036883764893222086
UCI-489,6,with_gender,Balanced_LinearSVM,0.7625,0.03061862178478973,0.7595363975549734,0.03202350379793446
UCI-489,6,with_gender,Balanced_LogReg,0.825,0.03061862178478972,0.8232904659839644,0.03076980833551717
UCI-489,6,with_gender,Balanced_RandomForest,0.7875,0.05796011559684814,0.7826167795053245,0.05961409917485372
UCI-489,6,with_gender,Euclidean_RBF_GSMOTE,0.8375,0.0318688719599549,0.8359375248074938,0.03215347133506413
UCI-489,6,with_gender,Fused_Grassmann_GSMOTE,0.8625,0.036443449342783124,0.8610355640231802,0.036883764893222086
UCI-489,6,with_gender,PLS_DA,0.8125,0.03952847075210474,0.8093260300071445,0.03971157398907069
UCI-489,6,with_gender,SMOTE_LogReg,0.825,0.03061862178478972,0.8232904659839644,0.03076980833551717
UCI-489,6,without_gender,Adaptive_Subspace_Fusion,0.7875,0.05796011559684814,0.779320514366954,0.0609887172503706
UCI-489,6,without_gender,Balanced_LinearSVM,0.75,0.059292706128157104,0.7451754196955436,0.06179315101431047
UCI-489,6,without_gender,Balanced_LogReg,0.8125,0.04419417382415922,0.8087254901960785,0.045606785178159755
UCI-489,6,without_gender,Balanced_RandomForest,0.7875,0.05796011559684814,0.7826167795053245,0.05961409917485372
UCI-489,6,without_gender,Euclidean_RBF_GSMOTE,0.7875,0.05796011559684814,0.7808394855918076,0.06147922213164756
UCI-489,6,without_gender,Fused_Grassmann_GSMOTE,0.7875,0.05796011559684814,0.779320514366954,0.0609887172503706
UCI-489,6,without_gender,PLS_DA,0.8125,0.04419417382415922,0.8075061522584743,0.045602771010098436
UCI-489,6,without_gender,SMOTE_LogReg,0.8125,0.04419417382415922,0.8087254901960785,0.045606785178159755
UCI-489,7,with_gender,Adaptive_Subspace_Fusion,0.875,0.01976423537605237,0.8740102707749766,0.019846096518429196
UCI-489,7,with_gender,Balanced_LinearSVM,0.7875,0.046770717334674264,0.7854473287290625,0.04680679216706631
UCI-489,7,with_gender,Balanced_LogReg,0.875,0.01976423537605237,0.8727909328373725,0.02081594392251953
UCI-489,7,with_gender,Balanced_RandomForest,0.8,0.023385358667337132,0.7951532110820037,0.025122223570420526
UCI-489,7,with_gender,Euclidean_RBF_GSMOTE,0.85,0.0318688719599549,0.8486134453781512,0.032426741439545194
UCI-489,7,with_gender,Fused_Grassmann_GSMOTE,0.875,0.01976423537605237,0.8740102707749766,0.019846096518429196
UCI-489,7,with_gender,PLS_DA,0.8125,0.02795084971874737,0.8086227824463119,0.02972154822315846
UCI-489,7,with_gender,SMOTE_LogReg,0.875,0.01976423537605237,0.8727909328373725,0.02081594392251953
UCI-489,7,without_gender,Adaptive_Subspace_Fusion,0.85,0.046770717334674264,0.8492063492063492,0.04666707158878424
UCI-489,7,without_gender,Balanced_LinearSVM,0.775,0.03186887195995491,0.7708776844070961,0.03248623651185813
UCI-489,7,without_gender,Balanced_LogReg,0.825,0.023385358667337132,0.8234865444153371,0.023624612027723854
UCI-489,7,without_gender,Balanced_RandomForest,0.8,0.023385358667337132,0.7951532110820037,0.025122223570420526
UCI-489,7,without_gender,Euclidean_RBF_GSMOTE,0.8375,0.046770717334674264,0.8369561157796452,0.04671239318916108
UCI-489,7,without_gender,Fused_Grassmann_GSMOTE,0.85,0.046770717334674264,0.8492063492063492,0.04666707158878424
UCI-489,7,without_gender,PLS_DA,0.775,0.0318688719599549,0.7680888719124013,0.03679772518287558
UCI-489,7,without_gender,SMOTE_LogReg,0.825,0.023385358667337132,0.8234865444153371,0.023624612027723854
UCI-489,8,with_gender,Adaptive_Subspace_Fusion,0.8375,0.024999999999999998,0.8361336032388664,0.025376110805696885
UCI-489,8,with_gender,Balanced_LinearSVM,0.7875,0.0318688719599549,0.7849285544177185,0.0336258633640367
